Location,Cat_C
Ohrid,0.2897395862
Almeria,2.414848455
Dalaman Airport,1.052994051
Mexico City,0.2385272933
Paderborn,1.027319984
Cochin,0.4661115136
Ramon,10
Dalaman Airport,1.052994051
Kayseri Airport,0.9349691976
Abuja,1.187898018
Dalaman Airport,1.052994051
Indira Gandhi,0.5184211554
San Salvador Comalapa,0.008928608837
Hyderabad,0.754349557
Edinburgh,1.269674668
Dubai,1.515168748
Yinchuan Hedong,0.6017644879
Perth,1.405656514
Dubai,1.515168748
Hanoi,0.5826547729
Aberdeen,1.699953892
San Salvador Comalapa,0.008928608837
Palma De Mallorca,1.663833814
Min Vody,0.2708618435
Gabon,0.8906532696
Montego Bay,1.301444671
Naples,0.8722658137
Corfu,0.6145977681
Guadalajara,0.02622714002
Gabon,0.8906532696
Batumi,0.1160913325
Birmingham,1.136442734
Dubai,1.515168748
Dubai,1.515168748
Piarco,1.836172017
Hrabrovo,10
San Salvador Comalapa,0.008928608837
Charleroi,1.461576437
Moscow - Vnukovo,0.1127165655
Krakow Balice,0.3625501763
Montego Bay,1.301444671
Montego Bay,1.301444671
Aswan,1.480854199
Kaunas,0.192864424
Guadalajara,0.02622714002
Dubai,1.515168748
Palma De Mallorca,1.663833814
Ciampino Airport,0.431446665
Guadalajara,0.02622714002
Nice,1.088374707
Addis Ababa,2.65541043
Guadalajara,0.02622714002
Natal,0.3488454797
Daegu,2.203981975
Samos,0.7918956688
Santander,1.342271939
Gabon,0.8906532696
Barcelona,1.459222
Lviv,10
Erbil International Airport,0.5999540975
Edinburgh,1.269674668
Lyon Saint Exupery,1.26831374
Yantai Penglai,0.6511585868
Skopje,0.5430750475
Norwich,1.488584004
Salalah,0.5032859978
Rio de Janeiro,1.195630312
Salalah,0.5032859978
Antalya Airport,0.6962273972
Baghdad,0.3968638456
Yantai Penglai,0.6511585868
Lyon Saint Exupery,1.26831374
Adana Airport,0.2731946343
London Heathrow,0.9933669697
Sao Paulo - Guarulhos,1.210241006
Antalya Airport,0.6962273972
Changchun Longjia,0.6585359199
Manchester,1.132297597
Monastir,0.8121312867
Busan - Kimhae,1.879322242
Colombo,0.3735330654
London Heathrow,0.9933669697
Oranjestad,0.6674931594
Puerto Plata,1.31408281
Los Cabos,0.6236109757
Mykonos,0.6319563067
Colombo,0.3735330654
Sao Paulo - Guarulhos,1.210241006
Ouarzazate,0.2779803891
Essaouira,0.2647015076
Durban,1.931155393
Ouarzazate,0.2779803891
Antalya Airport,0.6962273972
Oranjestad,0.6674931594
Colombo,0.3735330654
Yantai Penglai,0.6511585868
Yangyang,0.5155347423
Bandaranaike,10
Alicante,1.548582844
Oranjestad,0.6674931594
Sao Paulo - Guarulhos,1.210241006
Busan - Kimhae,1.879322242
Rome Fiumicino,0.9165775278
Siem Reap,10
London Gatwick,0.9496475533
Antalya Airport,0.6962273972
Stuttgart,0.8278721562
Changchun Longjia,0.6585359199
Fuzhou Changle,0.620343248
Oranjestad,0.6674931594
Antalya Airport,0.6962273972
Yantai Penglai,0.6511585868
Manchester,1.132297597
Antalya Airport,0.6962273972
Duesseldorf,0.9614019588
London Gatwick,0.9496475533
Shymkent,10
Essaouira,0.2647015076
Athens,0.2819030416
Athens,0.2819030416
Busan - Kimhae,1.879322242
Alicante,1.548582844
Abu Dhabi,1.186127815
La Palma,1.33755521
Changchun Longjia,0.6585359199
Krasnodar,10
London Gatwick,0.9496475533
Yangyang,0.5155347423
Los Cabos,0.6236109757
Alicante,1.548582844
Busan - Kimhae,1.879322242
Liverpool,0.9204917942
Oranjestad,0.6674931594
Busan - Kimhae,1.879322242
Marrakech,2.475260288
Bodrum Airport,0.6006246083
Brussels,1.891281189
Aktio,0.1849286153
Vienna,0.7438231123
Genoa,0.7715375736
Oujda,2.9123408
Oujda,2.9123408
Dar Es Salaam,3.092885547
La Romana,0.4366087021
Treviso,0.315526836
Shanghai Hongqiao,0.8467271933
Paris Charles De Gaulle,1.072053472
Glasgow,1.205602929
Cozumel,0.6909656606
Bodrum Airport,0.6006246083
Bremen,1.68904769
Enfidha,0.755713278
Asturias,1.716507795
Santiago De Compostela,1.605561781
Ras El Khaymah,0.05089244877
Rabat,3.207918598
Dar Es Salaam,3.092885547
Oujda,2.9123408
Rabat,3.207918598
Nador,2.912244563
Rabat,3.207918598
Leeds Bradford,1.062982148
Oujda,2.9123408
La Romana,0.4366087021
Marrakech,2.475260288
Rabat,3.207918598
Genoa,0.7715375736
Qingdao Liuting,0.6362868059
Marrakech,2.475260288
Nador,2.912244563
Oujda,2.9123408
Bremen,1.68904769
Nador,2.912244563
Rabat,3.207918598
Glasgow,1.205602929
Bodrum Airport,0.6006246083
Leeds Bradford,1.062982148
Shanghai Hongqiao,0.8467271933
Santiago De Compostela,1.605561781
Glasgow,1.205602929
Dar Es Salaam,3.092885547
Dalian Zhoushuizi,0.523553733
Asturias,1.716507795
Puerto Vallarta,1.169519741
Marrakech,2.475260288
Ras El Khaymah,0.05089244877
Florence,1.091507866
Enfidha,0.755713278
Nador,2.912244563
Rabat,3.207918598
Bremen,1.68904769
Rabat,3.207918598
Agadir,2.579923639
Amman,0.6092662004
Lima,1.41840426
Izmir Airport,0.697886658
Izmir Airport,0.697886658
Punta Cana - Higuey,1.112599668
Chongqing Jiangbei,0.7944693206
Amman,0.6092662004
Fukuoka,1.057981884
Sydney,1.148734726
Hangzhou Xiaoshan,0.6991381356
Minsk,0.6267039784
Shanghai Pudong,1.236669917
PRISTINA,0.2869327976
Samana El Catey,0.4964626818
Sharjah,1.13082758
Tangier,3.105891819
Florianopolis,0.8043012565
Berlin Brandenburg,0.9748644432
Chania,0.4397857818
Sharm El Sheikh,0.8294087293
San Jose,0.1843580378
Lisbon,1.161777597
RIYADH,0.8485624614
Agadir,2.579923639
Amman,0.6092662004
Samana El Catey,0.4964626818
Punta Cana - Higuey,1.112599668
Incheon,2.136616582
Kavala,0.2718514023
Ixtapa Zihuatanejo,1.588907381
Kutaisi,0.5155434203
Al Hoceima,0.2935290134
Valencia,1.084426251
Lisbon,1.161777597
Amsterdam - Schiphol,0.3773708503
Dublin,1.253246349
Milan - Linate,1.012072155
Izmir Airport,0.697886658
Beijing,1.19159405
RIYADH,0.8485624614
Lima,1.41840426
Luxor,1.492378125
Samana El Catey,0.4964626818
Rhodes,0.5943464729
Gerona,1.838531966
Florianopolis,0.8043012565
Al Hoceima,0.2935290134
Tangier,3.105891819
Beijing,1.19159405
Chongqing Jiangbei,0.7944693206
Bristol,1.210514371
Berlin Brandenburg,0.9748644432
DAMMAM,1.084739211
Fukuoka,1.057981884
Guangzhou Baiyun,1.211533169
Amsterdam - Schiphol,0.3773708503
Beijing,1.19159405
Gerona,1.838531966
Ixtapa Zihuatanejo,1.588907381
Hangzhou Xiaoshan,0.6991381356
Ho Chi Minh,0.6233491385
Bristol,1.210514371
Bristol,1.210514371
Lima,1.41840426
Incheon,2.136616582
Lima,1.41840426
Punta Cana - Higuey,1.112599668
Shanghai Pudong,1.236669917
Sharjah,1.13082758
Sharjah,1.13082758
Ixtapa Zihuatanejo,1.588907381
Agadir,2.579923639
Izmir Airport,0.697886658
Tangier,3.105891819
PRISTINA,0.2869327976
Sharjah,1.13082758
Bristol,1.210514371
Guangzhou Baiyun,1.211533169
Port-au-Prince (Haiti),1.499607794
Sharjah,1.13082758
Toulouse,1.369462661
Rostov Don,10
Amman,0.6092662004
Mahon Airport,1.997327081
Istanbul Asia Airport,0.465385837
Istanbul Airport,0.4784132085
Istanbul Airport,0.4784132085
Hamburg,0.887846306
Kuwait,0.6916591686
Istanbul Airport,0.4784132085
Istanbul Asia Airport,0.465385837
Muscat,0.8432645638
Jomo Kenyatta,2.013940841
Casablanca,3.209642487
Ngurah Rai,0.6137193109
Cairo,1.607954377
Tuzla,0.2958359323
Rabil,1.178236195
Nantes,1.506162503
Jerez De La Frontera,1.575061867
Istanbul Asia Airport,0.465385837
Kuwait,0.6916591686
Harbin Taiping,0.5968041076
Geneva,0.9340392268
Malaga,1.763160646
Kuwait,0.6916591686
Casablanca,3.209642487
Istanbul Airport,0.4784132085
Ngurah Rai,0.6137193109
Leopold Sedar Senghar,1.83080953
Tuzla,0.2958359323
Casablanca,3.209642487
Brisbane,1.265177959
Panama Tocumen,0.2242483461
Diyarbakir Airport,0.5579624734
Ngurah Rai,0.6137193109
Istanbul Airport,0.4784132085
Geneva,0.9340392268
Geneva,0.9340392268
Geneva,0.9340392268
Wenzhou Longwan,0.3735633526
Casablanca,3.209642487
Istanbul Airport,0.4784132085
Sfax,1.585748008
Panama Tocumen,0.2242483461
Tel-Aviv,1.234556197
Cairo,1.607954377
Cairo,1.607954377
Diyarbakir Airport,0.5579624734
Osaka - Kansai,1.458331366
Diyarbakir Airport,0.5579624734
Osaka - Kansai,1.458331366
Wenzhou Longwan,0.3735633526
Brisbane,1.265177959
Tuzla,0.2958359323
Jerez De La Frontera,1.575061867
Santiago Arturo Merino Benitez,1.657401962
Jerez De La Frontera,1.575061867
Novosibirsk,0.1141114227
Jerez De La Frontera,1.575061867
Kuwait,0.6916591686
Jerez De La Frontera,1.575061867
Jerba,1.566804571
Alexandria,0.5658426418
Casablanca,3.209642487
Istanbul Airport,0.4784132085
Marseille,1.446182507
Jerba,1.566804571
Istanbul Asia Airport,0.465385837
Geneva,0.9340392268
Copenhagen,1.023117769
Istanbul Asia Airport,0.465385837
Novosibirsk,0.1141114227
Diyarbakir Airport,0.5579624734
Rosario,0.3607408295
Osaka - Kansai,1.458331366
Casablanca,3.209642487
Munich,1.068368833
Copenhagen,1.023117769
Wenzhou Longwan,0.3735633526
Tbilisi,0.4380213266
Xian Xianyang,0.4169172134
Cairo,1.607954377
Jerba,1.566804571
Istanbul Asia Airport,0.465385837
Sfax,1.585748008
Jomo Kenyatta,2.013940841
Fes,2.868788225
Gdansk,0.3086137464
Paris Orly,1.397840178
Cali,0.1533139624
Yanji Zhaoyangchuan,0.2801296955
Marsa Aalam,0.5818966586
Cukurova Airport,0.4159634835
Cancun,1.037689687
Santo Domingo Las Americas,0.02266365801
Bergamo,0.4700303048
Varna,0.3041775657
Cukurova Airport,0.4159634835
Heraklion Airport,0.6826565963
Heraklion Airport,0.6826565963
St. George's Point Saline,1.379249372
Fes,2.868788225
A Coruna,0.9133771439
Marsa Aalam,0.5818966586
Manama,0.8867238588
Santo Domingo Las Americas,0.02266365801
Milan - Malpensa,0.6685808841
Gaziantep Airport,0.4599756867
Marsa Aalam,0.5818966586
Viracopos,0.9376590309
Manama,0.8867238588
Accra,2.662294783
Aqaba,0.288267209
Moscow - Domodedovo,0.6738240677
Varna,0.3041775657
Seoul,2.120479482
Exeter,1.045377606
Heraklion Airport,0.6826565963
Milan - Malpensa,0.6685808841
Mangalore,10
St. George's Point Saline,1.379249372
Konya Airport,0.7540959865
Sofia,0.1173636822
Bournemouth,1.07643272
Cali,0.1533139624
Varna,0.3041775657
St. George's Point Saline,1.379249372
Fes,2.868788225
Fes,2.868788225
Viracopos,0.9376590309
Seoul,2.120479482
London Luton,0.2610016897
Seoul,2.120479482
Bournemouth,1.07643272
Jersey,1.107330896
Ningbo Lishe,0.7361556932
Lanzarote,1.098178324
Viracopos,0.9376590309
Cancun,1.037689687
Wuhan Tianhe,0.89691578
London Luton,0.2610016897
Cukurova Airport,0.4159634835
Ankara Airport,0.4398326061
Sendai,2.09503181
Taipei - Taoyuan,1.710446326
Xuzhou Guanyin,0.03894118441
Kingston,1.59492241
Shenyang Taoxian,0.7488870891
Kunming Wujiaba,1.457378636
Fort-de-France,1.963475807
Phnom Penh,1.530130782
Salvador,0.743050338
Wuxi Shuofang,0.4577404597
Samsun Airport,0.8108398355
Stavanger,1.537074608
Basel,0.3654691801
Taipei - Taoyuan,1.710446326
Samsun Airport,0.8108398355
Samsun Airport,0.8108398355
Szczecin,0.2434955837
Cayenne,1.979790974
Belo Horizonte,1.066083247
Roland Garros,1.827873587
Basel,0.3654691801
Bilbao,2.065733405
Bujumbura,2.442853966
Phnom Penh,1.530130782
Murcia,0.11763302
Ankara Airport,0.4398326061
Ankara Airport,0.4398326061
Faro Airport,1.488767933
Guatemala City,0.520332107
Cayenne,1.979790974
Doncaster,10
Entebbe,1.225576896
Ankara Airport,0.4398326061
Salzburg,0.9226970542
Samsun Airport,0.8108398355
Samsun Airport,0.8108398355
Poznan-Lawica,0.1823429355
Fort-de-France,1.963475807
Entebbe,1.225576896
Chattrapati Shivaji,0.9327713891
Santorini,0.4936934051
Phnom Penh,1.530130782
Ankara Airport,0.4398326061
Warsaw-Modlin,0.1592156824
Tarbes - Lourdes,0.07993061686
Moscow - Sheremetyevo,0.1315517612
Faro Airport,1.488767933
Bogota,0.2134989269
Ibiza,1.700935424
Phnom Penh,1.530130782
Basel,0.3654691801
Ibiza,1.700935424
Phnom Penh,1.530130782
Phnom Penh,1.530130782
Shandong,10
Wroclaw,0.2075982265
Cardiff,1.361643165
Ekaterinburg,0.2110681531
Fuerteventura,1.157851709
Indira Gandhi,0.5184211554
Melbourne,1.228139226
Managua,0.1579204092
Ulaanbaatar,0.0888879898
Skiathos,0.1971237264
Kazan,10
Glasgow Prestwick,1.07175786
Dalaman Airport,1.052994051
Sihanoukville,0.6345567052
Jeddah,0.2054367573
Sevilla,1.258427783
Cheongju,1.686358375
Praia,1.2410168
Antalya Gazipasa Airport,1.439675576
Monterrey,0.08174120963
Trabzon Airport,0.7186730628
Cardiff,1.361643165
Wroclaw,0.2075982265
Hefei Xinqiao,0.4581197708
Almeria,2.414848455
Mexico City,0.2385272933
Dalaman Airport,1.052994051
Dalaman Airport,1.052994051
Alexandoupolis,0.1390161495
Cochin,0.4661115136
East Midlands,1.034490353
Rzeszow,0.2355695756
Kayseri Airport,0.9349691976
Jeju,2.056074114
Shandong,10
Bordeaux,1.539439394
Mazatlan,1.266465773
Trondheim,1.589751501
Shandong,10
Hatay Airport,10
Mexico City,0.2385272933
Bangalore,0.8531891528
Jeddah,0.2054367573
Antalya Gazipasa Airport,1.439675576
Tirana,0.1402701332
Chengdu Tianfu,0.5336581126
Manila - Ninoy Aquino,0.975410108
Olsztyn,0.2772977513
Kayseri Airport,0.9349691976
Cape Town,1.735535428
Medina,0.4718848719
Cheongju,1.686358375
Mexico City,0.2385272933
Krasnoyarsk,0.006658729922
Tenerife,0.0004411610742
Basseterre (Saint Kitts),1.084827665
Sihanoukville,0.6345567052
Medina,0.4718848719
Sevilla,1.258427783
Dalaman Airport,1.052994051
Weihai Dashuibo,0.2822567461
Shandong,10
Glasgow Prestwick,1.07175786
Kralendijk (Bonaire),0.8950898883
Abuja,1.187898018
Dalaman Airport,1.052994051
Cape Town,1.735535428
Melbourne,1.228139226
Chubu,1.24103079
Basseterre (Saint Kitts),1.084827665
Almeria,2.414848455
Kralendijk (Bonaire),0.8950898883
Chubu,1.24103079
Ohrid,0.2897395862
Maputo,10
Bangalore,0.8531891528
Bangalore,0.8531891528
Eskisehir Airport,0.442474796
Dalaman Airport,1.052994051
Manas,0.02822289202
Manas,0.02822289202
Ulaanbaatar,0.0888879898
Chambery,0.1470416862
East Midlands,1.034490353
Mazatlan,1.266465773
Managua,0.1579204092
Trabzon Airport,0.7186730628
Dalaman Airport,1.052994051
Basseterre (Saint Kitts),1.084827665
Trondheim,1.589751501
Jeju,2.056074114
Taiyuan Wusu,0.5227483975
Dalaman Airport,1.052994051
Weihai Dashuibo,0.2822567461
Chengdu Tianfu,0.5336581126
Shenzhen Bao'an,10
Manas,0.02822289202
Chengdu Tianfu,0.5336581126
Medina,0.4718848719
Chubu,1.24103079
Cardiff,1.361643165
Trabzon Airport,0.7186730628
Cheongju,1.686358375
Managua,0.1579204092
Trabzon Airport,0.7186730628
Chengdu Tianfu,0.5336581126
Krasnoyarsk,0.006658729922
Cheongju,1.686358375
Jeddah,0.2054367573
Medina,0.4718848719
Ohrid,0.2897395862
Abuja,1.187898018
Kayseri Airport,0.9349691976
Olsztyn,0.2772977513
Eskisehir Airport,0.442474796
Ekaterinburg,0.2110681531
Manas,0.02822289202
Cheongju,1.686358375
Shandong,10
Ohrid,0.2897395862
Medina,0.4718848719
Eskisehir Airport,0.442474796
Beira,10
Bangalore,0.8531891528
Sevilla,1.258427783
Cape Town,1.735535428
Chitose,1.850129611
Mexico City,0.2385272933
Medina,0.4718848719
Alexandoupolis,0.1390161495
Antalya Gazipasa Airport,1.439675576
Weihai Dashuibo,0.2822567461
Kralendijk (Bonaire),0.8950898883
Kutahya Airport,0.4090864169
Shenzhen Bao'an,10
Paderborn,1.027319984
Shenzhen Bao'an,10
Shandong,10
Ohrid,0.2897395862
Luanda,0.007012015293
Tirana,0.1402701332
Cheongju,1.686358375
Cochin,0.4661115136
Chitose,1.850129611
Skiathos,0.1971237264
Chambery,0.1470416862
Mazatlan,1.266465773
Mazatlan,1.266465773
Chengdu Tianfu,0.5336581126
Edinburgh,1.269674668
Addis Ababa,2.65541043
Birmingham,1.136442734
Aberdeen,1.699953892
Danang,0.7036280857
Thessaloniki,0.3334414667
Barcelona,1.459222
Perth,1.405656514
Aswan,1.480854199
Barcelona,1.459222
Addis Ababa,2.65541043
Addis Ababa,2.65541043
Astrakhan,1.141586525e-09
Basrah,0.3210985192
Hrabrovo,10
Lviv,10
Yinchuan Hedong,0.6017644879
Piarco,1.836172017
Aswan,1.480854199
Zhengzhou Xinzheng,1.028610335
Piarco,1.836172017
Montego Bay,1.301444671
Aswan,1.480854199
Guadalajara,0.02622714002
Piarco,1.836172017
Astrakhan,1.141586525e-09
Buenos Aires Aeroparque,0.04721051746
Santiago Cibao,0.0001076732603
Naples,0.8722658137
Palma De Mallorca,1.663833814
Addis Ababa,2.65541043
Buenos Aires Aeroparque,0.04721051746
Perth,1.405656514
Addis Ababa,2.65541043
Dubai,1.515168748
Guadalajara,0.02622714002
Moscow - Vnukovo,0.1127165655
Singapore - Changi,0.4352900588
Dubai,1.515168748
Edinburgh,1.269674668
Danang,0.7036280857
Naha,2.266347811
Min Vody,0.2708618435
San Salvador Comalapa,0.008928608837
Thessaloniki,0.3334414667
Natal,0.3488454797
Edinburgh,1.269674668
Montevideo,0.1154792631
Hyderabad,0.754349557
Natal,0.3488454797
Yaounde,10
Addis Ababa,2.65541043
Piarco,1.836172017
Zhengzhou Xinzheng,1.028610335
Montego Bay,1.301444671
Grenoble,0.2440082261
Birmingham,1.136442734
Corfu,0.6145977681
Gibraltar,1.034132754
Dubai,1.515168748
Daegu,2.203981975
Trichy,10
Guadalajara,0.02622714002
Yinchuan Hedong,0.6017644879
Yinchuan Hedong,0.6017644879
Naples,0.8722658137
Nuernberg,0.5119997636
Ciampino Airport,0.431446665
Corfu,0.6145977681
Corfu,0.6145977681
Ciampino Airport,0.431446665
Nice,1.088374707
Montego Bay,1.301444671
Buenos Aires Aeroparque,0.04721051746
Yinchuan Hedong,0.6017644879
Thessaloniki,0.3334414667
Nice,1.088374707
Guadalajara,0.02622714002
Montego Bay,1.301444671
Montego Bay,1.301444671
Yinchuan Hedong,0.6017644879
Zhengzhou Xinzheng,1.028610335
Krakow Balice,0.3625501763
Lublin,0.2895384295
Yinchuan Hedong,0.6017644879
Gabon,0.8906532696
Piarco,1.836172017
Buenos Aires Aeroparque,0.04721051746
Thessaloniki,0.3334414667
Natal,0.3488454797
Lusaka,0.05066281046
Barcelona,1.459222
Lublin,0.2895384295
Daegu,2.203981975
Aswan,1.480854199
Ostrava,0.06930058933
Sanya Fenghuang,0.1190303431
Danang,0.7036280857
Perth,1.405656514
Thessaloniki,0.3334414667
Basrah,0.3210985192
Hyderabad,0.754349557
Karipur,10
San Salvador Comalapa,0.008928608837
Lviv,10
Lviv,10
Natal,0.3488454797
Naha,2.266347811
Zhengzhou Xinzheng,1.028610335
Yantai Penglai,0.6511585868
Busan - Kimhae,1.879322242
Yingsheng,10
Amritsar,10
London Gatwick,0.9496475533
Los Cabos,0.6236109757
Skopje,0.5430750475
Essaouira,0.2647015076
Los Cabos,0.6236109757
Essaouira,0.2647015076
Yantai Penglai,0.6511585868
Antalya Airport,0.6962273972
Rome Fiumicino,0.9165775278
Sao Paulo - Guarulhos,1.210241006
London Gatwick,0.9496475533
Colombo,0.3735330654
La Palma,1.33755521
Yantai Penglai,0.6511585868
Siem Reap,10
London Heathrow,0.9933669697
Fuzhou Changle,0.620343248
Antalya Airport,0.6962273972
Munster-Osnabruck,0.5179522691
Sao Paulo - Guarulhos,1.210241006
Antalya Airport,0.6962273972
London Heathrow,0.9933669697
Skopje,0.5430750475
Antalya Airport,0.6962273972
Colombo,0.3735330654
London Gatwick,0.9496475533
Durban,1.931155393
Lyon Saint Exupery,1.26831374
Skopje,0.5430750475
London Gatwick,0.9496475533
Adana Airport,0.2731946343
Busan - Kimhae,1.879322242
Quito,1.012172393
Oranjestad,0.6674931594
Antalya Airport,0.6962273972
Abu Dhabi,1.186127815
Siem Reap,10
Adana Airport,0.2731946343
Alicante,1.548582844
Adana Airport,0.2731946343
Yangyang,0.5155347423
Skopje,0.5430750475
Antalya Airport,0.6962273972
Munster-Osnabruck,0.5179522691
Norwich,1.488584004
Stuttgart,0.8278721562
Los Cabos,0.6236109757
Mykonos,0.6319563067
Los Cabos,0.6236109757
Quito,1.012172393
Siem Reap,10
Amritsar,10
Puerto Plata,1.31408281
Sao Paulo - Guarulhos,1.210241006
Belgrade,0.04111222849
Busan - Kimhae,1.879322242
Busan - Kimhae,1.879322242
Rio de Janeiro,1.195630312
Antalya Airport,0.6962273972
Ouarzazate,0.2779803891
Ouarzazate,0.2779803891
Oranjestad,0.6674931594
Colombo,0.3735330654
Stuttgart,0.8278721562
Skopje,0.5430750475
Salalah,0.5032859978
Lagos,1.364919522
Alicante,1.548582844
Essaouira,0.2647015076
Puerto Plata,1.31408281
Kos,0.8582194649
Ouarzazate,0.2779803891
Siem Reap,10
Liverpool,0.9204917942
Ouarzazate,0.2779803891
Skopje,0.5430750475
Monastir,0.8121312867
Muan,0.7808503776
London Gatwick,0.9496475533
Changchun Longjia,0.6585359199
Los Cabos,0.6236109757
Oranjestad,0.6674931594
Ouarzazate,0.2779803891
Bandaranaike,10
Siem Reap,10
Norwich,1.488584004
Monastir,0.8121312867
Zaporizhya,10
Bandaranaike,10
Skopje,0.5430750475
Sao Paulo - Guarulhos,1.210241006
Zanzibar,1.072681919
Monastir,0.8121312867
Puerto Plata,1.31408281
Marka,0.2644392043
Rome Fiumicino,0.9165775278
Changchun Longjia,0.6585359199
Yangyang,0.5155347423
Mykonos,0.6319563067
Antalya Airport,0.6962273972
Porto Alegre,0.5910200812
Beauvais,1.546738664
Antalya Airport,0.6962273972
Oranjestad,0.6674931594
Duesseldorf,0.9614019588
Antalya Airport,0.6962273972
Duesseldorf,0.9614019588
Antalya Airport,0.6962273972
Puerto Plata,1.31408281
Duesseldorf,0.9614019588
Belize City,0.8996173318
Antalya Airport,0.6962273972
Ouarzazate,0.2779803891
La Palma,1.33755521
Adana Airport,0.2731946343
Monastir,0.8121312867
Abu Dhabi,1.186127815
Antalya Airport,0.6962273972
Rio de Janeiro,1.195630312
Oranjestad,0.6674931594
Colombo,0.3735330654
Yangyang,0.5155347423
Shymkent,10
Zanzibar,1.072681919
Marka,0.2644392043
Marrakech,2.475260288
Oujda,2.9123408
Bodrum Airport,0.6006246083
Santiago De Compostela,1.605561781
Acapulco,10
Treviso,0.315526836
Nador,2.912244563
Paris Charles De Gaulle,1.072053472
Rabat,3.207918598
Marrakech,2.475260288
Rabat,3.207918598
Santiago De Compostela,1.605561781
Bodrum Airport,0.6006246083
Marrakech,2.475260288
Asturias,1.716507795
Dalian Zhoushuizi,0.523553733
Marrakech,2.475260288
Everrich Downtown Kinmen,0.07547243454
Oujda,2.9123408
Leeds Bradford,1.062982148
Guernsey,0.1182269295
Puerto Vallarta,1.169519741
Shanghai Hongqiao,0.8467271933
Cozumel,0.6909656606
Bodrum Airport,0.6006246083
Sarajevo,0.5283854943
Leeds Bradford,1.062982148
Shanghai Hongqiao,0.8467271933
Oujda,2.9123408
Everrich Downtown Kinmen,0.07547243454
Leeds Bradford,1.062982148
Queenstown,1.17655835
Dar Es Salaam,3.092885547
Kota Kinabalu,1.319175995
Oslo,1.356286487
Fortaleza,0.8384476308
Rabat,3.207918598
Enfidha,0.755713278
Qingdao Liuting,0.6362868059
Recife,0.7364236727
Asturias,1.716507795
Bodrum Airport,0.6006246083
Dar Es Salaam,3.092885547
Oujda,2.9123408
London Stansted,0.883762157
Oslo,1.356286487
Bodrum Airport,0.6006246083
Nouakchott,3.279350787
Nador,2.912244563
Verona,0.7226447173
Shanghai Hongqiao,0.8467271933
La Paz Manuel Marquez de Leon,0.1820581414
Brasilia,1.290048627
Cam Ranh,0.452174023
Recife,0.7364236727
Brasilia,1.290048627
Togo,2.558476274
Elblag,0.00187086801
Qingdao Liuting,0.6362868059
Glasgow,1.205602929
Venice,0.9403294603
La Paz Manuel Marquez de Leon,0.1820581414
Verona,0.7226447173
Recife,0.7364236727
Oujda,2.9123408
Oujda,2.9123408
Hannover,1.218335635
Bridgetown,1.314346136
Puerto Vallarta,1.169519741
Bodrum Airport,0.6006246083
Bodrum Airport,0.6006246083
Voronezh,10
Fortaleza,0.8384476308
Bodrum Airport,0.6006246083
La Paz Manuel Marquez de Leon,0.1820581414
Brasilia,1.290048627
Cozumel,0.6909656606
Aktio,0.1849286153
Oslo,1.356286487
Almaty,0.009602303078
London Stansted,0.883762157
Bodrum Airport,0.6006246083
Antigua,1.276103458
Jaipur,10
Cozumel,0.6909656606
Venice,0.9403294603
Oujda,2.9123408
Bodrum Airport,0.6006246083
Voronezh,10
Elblag,0.00187086801
Everrich Downtown Kinmen,0.07547243454
Marrakech,2.475260288
Acapulco,10
La Romana,0.4366087021
Bodrum Airport,0.6006246083
Recife,0.7364236727
Shanghai Hongqiao,0.8467271933
Marrakech,2.475260288
Cam Ranh,0.452174023
Bodrum Airport,0.6006246083
Enfidha,0.755713278
Fortaleza,0.8384476308
Bodrum Airport,0.6006246083
Marrakech,2.475260288
Dalian Zhoushuizi,0.523553733
Puerto Vallarta,1.169519741
Voronezh,10
Marrakech,2.475260288
Glasgow,1.205602929
Oujda,2.9123408
Dalian Zhoushuizi,0.523553733
Cozumel,0.6909656606
Recife,0.7364236727
Qingdao Liuting,0.6362868059
Almaty,0.009602303078
Shanghai Hongqiao,0.8467271933
RIYADH,0.8485624614
Port-au-Prince (Haiti),1.499607794
Lima,1.41840426
Hangzhou Xiaoshan,0.6991381356
Florianopolis,0.8043012565
Fukuoka,1.057981884
Fukuoka,1.057981884
Luxor,1.492378125
Tangier,3.105891819
Guangzhou Baiyun,1.211533169
Minsk,0.6267039784
Chania,0.4397857818
Punta Cana - Higuey,1.112599668
Al Hoceima,0.2935290134
Amman,0.6092662004
Luxor,1.492378125
Montpellier,1.991550362
Chongqing Jiangbei,0.7944693206
Izmir Airport,0.697886658
Sharm El Sheikh,0.8294087293
Amman,0.6092662004
Chongqing Jiangbei,0.7944693206
Hangzhou Xiaoshan,0.6991381356
Izmir Airport,0.697886658
Sharm El Sheikh,0.8294087293
Cologne,0.8946711267
Shanghai Pudong,1.236669917
Lisbon,1.161777597
Chongqing Jiangbei,0.7944693206
Tokyo - Narita,1.444837879
Luxor,1.492378125
Madrid Barajas,1.366341702
Ho Chi Minh,0.6233491385
Izmir Airport,0.697886658
Lima,1.41840426
Bergen,1.532450171
Fukuoka,1.057981884
Jinan Xiaoqiang,0.5518407191
Tangier,3.105891819
Punta Cana - Higuey,1.112599668
Port-au-Prince (Haiti),1.499607794
Fukuoka,1.057981884
Guangzhou Baiyun,1.211533169
Incheon,2.136616582
Okayama,1.391802504
Shanghai Pudong,1.236669917
Hurgada,1.173536848
Sharjah,1.13082758
Kigali,0.3275961876
