DF_Market,Location,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp_Total,SoM_Comp
United Arab Emirates,Dubai,NTD Caps,Full Flavor,SLI,100,1,6,33.333333000000
South Korea,Cheongju,Menthol Caps,Full Flavor,STD,KS,1,55,1.818182000000
Bulgaria,Sofia,Regular,Full Flavor,STD,KS,2,10,53.148148000000
Denmark,Copenhagen,NTD Caps,Full Flavor,STD,KS,1,6,16.666667000000
Kazakhstan,Astana,Regular,Full Flavor,STD,KS,2,6,65.555555666667
Indonesia,Soekarno Hatta,Regular,Full Flavor,STD,KS,4,5,85.000000000000
Saudi Arabia,RIYADH,Menthol,Full Flavor,SSL,100,1,16,6.250000000000
Turkey,Cukurova Airport,Regular,Full Flavor,SSL,100,4,26,48.277243750000
South Korea,Cheongju,Regular,Full Flavor,SLI,100,1,55,1.818182000000
China,Kunming Wujiaba,Regular,Full Flavor,SSL,100,2,10,34.444444333333
France DP,Paris Orly,Regular,Lights,STD,100,1,11,10.795454500000
Taiwan,Taipei - Taoyuan,Regular,Full Flavor,STD,KS,4,8,70.734127000000
Great Britain,Liverpool,Regular,Full Flavor,STD,KS,3,11,62.575757666667
Great Britain,Liverpool,Regular,Lights,STD,KS,2,11,19.545454500000
Macedonia,Ohrid,Regular,Lights,STD,KS,2,6,25.000000000000
Mongolia,Ulaanbaatar,Regular,Full Flavor,STD,KS,5,12,86.054421857143
Great Britain,London Gatwick,Regular,Full Flavor,SSL,100,1,2,100.000000000000
France,Paris Charles De Gaulle,Regular,Lights,STD,KS,2,11,28.282828333333
Dominican Republic,Punta Cana - Higuey,Regular,Lights,STD,100,1,25,4.000000000000
Spain,Madrid Barajas,Regular,Full Flavor,SSL,100,1,11,29.090909000000
Taiwan,Everrich Downtown Kinmen,Regular,Full Flavor,SSL,100,1,7,14.285714000000
Austria,Graz,Regular,Full Flavor,STD,KS,3,7,62.698412666667
Morocco,Ouarzazate,Menthol,Full Flavor,STD,KS,1,16,12.500000000000
Hong Kong,Hong Kong,Regular,Full Flavor,STD,KS,4,14,78.095238000000
Turkey,Trabzon Airport,Regular,Full Flavor,STD,KS,3,20,57.948718000000
Great Britain,Birmingham,Regular,Full Flavor,STD,KS,2,13,60.854700666667
China,Zhengzhou Xinzheng,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Italy,Treviso,Regular,Lights,STD,KS,1,7,28.571429000000
Brazil,Rio de Janeiro,NTD Caps,Full Flavor,STD,KS,2,19,20.888158000000
Mexico,Mexico City,Regular,Full Flavor,SSL,100,2,24,7.083333500000
Turkey,Cukurova Airport,NTD Caps,Full Flavor,STD,KS,1,26,6.395687666667
France DP,Bordeaux,Regular,Full Flavor,STD,KS,3,8,67.500000000000
Mongolia,Ulaanbaatar,NTD Caps,Full Flavor,SSL,100,1,12,33.333333000000
Switzerland,Geneva,Regular,Full Flavor,SSL,100,2,28,7.417582500000
Canary Islands,Gran Canaria,Regular,Lights,STD,KS,2,16,14.062500000000
Great Britain,London Southend Airport,Menthol,Full Flavor,STD,KS,1,10,11.250000000000
Turkey,Cukurova Airport,NTD Caps,Full Flavor,SSL,100,1,26,3.846154000000
United Arab Emirates,Sharjah,Regular,Ultralights,STD,KS,1,18,5.555556000000
Poland,Warsaw,Regular,Full Flavor,STD,100,1,13,7.692308000000
Saudi Arabia,Medina,Regular,Full Flavor,STD,KS,4,16,54.166666750000
Sweden,Malmo,Regular,Lights,STD,KS,1,5,20.000000000000
Canary Islands,La Palma,Menthol,Full Flavor,STD,KS,1,16,6.250000000000
China,Sanya Fenghuang,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Great Britain,Bristol,NTD Caps,Full Flavor,STD,KS,1,13,7.692308000000
China,Taiyuan Wusu,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Nigeria,Abuja,Regular,Lights,STD,KS,1,11,14.545454500000
Morocco,Oujda,Regular,Full Flavor,STD,100,1,21,4.761905000000
Norway,Bergen,Regular,Lights,STD,KS,1,3,33.333333000000
China,Weihai Dashuibo,Menthol,Full Flavor,STD,KS,2,18,8.333333500000
Brazil,Florianopolis,Regular,Full Flavor,STD,KS,2,14,71.212121333333
China,Yinchuan Hedong,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Albania,Tirana,Regular,Ultralights,STD,KS,1,32,3.125000000000
China,Beijing,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Poland,Olsztyn,Regular,Lights,STD,KS,1,6,33.333333000000
Morocco,Fes,Regular,Lights,STD,KS,2,24,7.593795333333
Taiwan,Taichung,Regular,Full Flavor,STD,KS,4,8,70.734127000000
Austria,Salzburg,Regular,Lights,STD,KS,1,7,23.809523500000
Ivory Coast,Abidjan,Regular,Full Flavor,STD,KS,3,15,60.000000000000
Guatemala,Guatemala City,Regular,Full Flavor,STD,KS,2,13,51.923077000000
Tunisia,Monastir,Regular,Full Flavor,STD,100,2,27,7.155620666667
Taiwan,Everrich Downtown Kinmen,Menthol Caps,Full Flavor,STD,KS,1,8,12.500000000000
Great Britain,London Stansted,Menthol,Full Flavor,STD,KS,1,13,8.391608500000
Tunisia,Monastir,Regular,Full Flavor,SSL,100,2,27,41.589506333333
Taiwan,Taipei - Taoyuan,NTD Caps,Full Flavor,STD,KS,1,8,12.500000000000
Saudi Arabia,DAMMAM,Regular,Lights,STD,KS,2,16,20.324074000000
Bahrain,Manama,Regular,Full Flavor,SSL,KS,1,20,5.000000000000
Albania,Tirana,Regular,Full Flavor,STD,100,2,32,21.875000000000
Italy,Rome Fiumicino,Regular,Full Flavor,STD,KS,3,9,73.111111200000
Czech Republic,Prague,Regular,Lights,STD,KS,1,8,25.000000000000
China,Shanghai Hongqiao,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
China,Changsha Huanghua,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Spain,Almeria,Regular,Lights,STD,KS,2,17,21.755368666667
Turkey,Gaziantep Airport,Regular,Lights,STD,KS,1,17,6.787330500000
Reunion,Roland Garros,Regular,Full Flavor,STD,KS,3,6,66.666666666667
China,Nanchang Changbei,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Tunisia,Enfidha,Regular,Full Flavor,STD,KS,4,20,62.664141500000
Russia,Moscow - Vnukovo,Menthol,Full Flavor,STD,100,1,12,8.333333000000
China,Fuzhou Changle,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Hong Kong,Hong Kong,Regular,Lights,SSL,100,1,2,50.000000000000
Brazil,Fortaleza,Regular,Lights,STD,KS,1,6,33.333333500000
Spain,Barcelona,Regular,Full Flavor,STD,KS,4,19,54.671052750000
China,Kunming Wujiaba,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Japan,Fukuoka,Menthol,Full Flavor,SLI,100,1,59,3.389831000000
Japan,Chubu,Menthol,Full Flavor,STD,KS,2,62,12.034739500000
Turkey,Denizli Cardak Airport,Regular,Full Flavor,SLI,KS,1,1,100.000000000000
Mexico,Los Cabos,Regular,Lights,STD,KS,2,20,11.590909000000
Mexico,Cancun,Regular,Ultralights,STD,KS,1,21,4.761905000000
Malaysia,Johor Bahru,Menthol,Full Flavor,STD,KS,1,7,15.476190500000
France DP,Nantes,Menthol,Full Flavor,STD,100,1,11,9.090909000000
Australia,Perth,Menthol,Full Flavor,STD,100,1,15,6.666667000000
United Arab Emirates,Dubai,Menthol Caps,Full Flavor,STD,KS,1,26,3.846154000000
Mexico,Cancun,Regular,Lights,STD,KS,2,24,9.642857333333
United Arab Emirates,Dubai,Regular,Full Flavor,STD,100,1,26,4.909502333333
France,Paris Orly,Regular,Full Flavor,STD,100,1,8,12.500000000000
Portugal,Madeira,Regular,Lights,STD,100,1,4,25.000000000000
China,Weihai Dashuibo,Regular,Full Flavor,STD,100,2,18,8.333333500000
Nigeria,Lagos,Menthol,Full Flavor,STD,KS,1,14,10.714285500000
South Korea,Daegu,Menthol Caps,Full Flavor,SSL,100,1,56,1.785714000000
Turkey,Bodrum Airport,NTD Caps,Full Flavor,SSL,100,1,35,5.714286000000
Switzerland,Geneva,Menthol,Full Flavor,SSL,100,1,28,4.285714500000
Brazil,Sao Paulo - Guarulhos,Regular,Lights,STD,KS,1,17,15.441176500000
Russia,Volgograd,Regular,Lights,STD,100,1,14,7.142857000000
China,Wuhan Tianhe,Regular,Lights,STD,KS,1,20,10.000000000000
France DP,Tarbes - Lourdes,Regular,Lights,STD,100,1,4,25.000000000000
Netherlands,Amsterdam - Schiphol,Regular,Full Flavor,STD,KS,3,5,83.750000000000
Morocco,Rabat,Regular,Ultralights,STD,KS,1,23,4.347826000000
Georgia,Kutaisi,Regular,Lights,STD,100,1,8,12.500000000000
Russia,Sochi,Regular,Full Flavor,STD,100,1,11,27.272727000000
China,Shenyang Taoxian,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Morocco,Marrakech,Regular,Full Flavor,SSL,100,2,28,22.985348000000
Nigeria,Lagos,Menthol,Full Flavor,SSL,100,1,14,14.285714000000
China,Chongqing Jiangbei,Regular,Lights,STD,KS,1,20,10.000000000000
France DP,Nice,Menthol,Full Flavor,STD,100,1,12,8.333333000000
Portugal,Faro Airport,NTD Caps,Full Flavor,SSL,100,1,2,50.000000000000
Spain,Bilbao,Regular,Ultralights,STD,KS,1,8,12.500000000000
Macau,Macau,Menthol,Full Flavor,SSL,100,1,1,100.000000000000
Turkey,Diyarbakir Airport,Regular,Full Flavor,SLI,KS,1,22,52.272727500000
Turkey,Bodrum Airport,Menthol,Full Flavor,STD,100,1,27,3.774929000000
Germany,Cologne,Regular,Lights,STD,KS,1,8,14.583333500000
France DP,Tarbes - Lourdes,Regular,Full Flavor,STD,100,1,4,25.000000000000
Ethiopia,Addis Ababa,Regular,Full Flavor,STD,100,2,25,10.173913000000
Taiwan,Kaohsiung,Menthol,Full Flavor,SSL,100,1,8,42.261904666667
Spain DP,Vigo,Regular,Lights,STD,KS,1,4,29.166666500000
Canary Islands,Lanzarote,Regular,Lights,STD,100,1,16,6.250000000000
China,Dalian Zhoushuizi,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Cambodia,Sihanoukville,Menthol Caps,Full Flavor,STD,KS,1,8,12.500000000000
Turkey,Antalya Airport,Regular,Lights,STD,KS,2,31,14.262905800000
Gambia,Banjul,Regular,Lights,STD,KS,1,9,30.555555500000
Tunisia,Jerba,Menthol,Full Flavor,SSL,100,1,34,8.823529000000
China,Nanchang Changbei,Regular,Lights,STD,KS,1,20,10.000000000000
Serbia,Belgrade,Regular,Full Flavor,STD,100,1,6,33.333333000000
China,Chengdu Tianfu,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
France DP,Paris Orly,Regular,Full Flavor,SSL,100,1,6,33.333333000000
Spain,Mahon Airport,Regular,Lights,STD,100,1,16,6.250000000000
China,Xian Xianyang,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Gambia,Banjul,Regular,Full Flavor,STD,100,1,4,25.000000000000
Mongolia,Ulaanbaatar,Regular,Full Flavor,SLI,100,1,6,16.666667000000
Nigeria,Lagos,Regular,Ultralights,STD,KS,1,14,7.142857000000
China,Wuhan Tianhe,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
South Korea,Cheongju,Regular,Full Flavor,SSL,100,1,55,21.818182000000
China,Yantai Penglai,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
China,Chongqing Jiangbei,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Great Britain,Birmingham,Regular,Ultralights,STD,KS,1,5,20.000000000000
France DP,Bordeaux,Menthol,Full Flavor,SSL,100,1,8,12.500000000000
South Korea,Daegu,Menthol Caps,Full Flavor,STD,KS,1,56,5.438311500000
China,Fuzhou Changle,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Hong Kong,Hong Kong,Menthol,Full Flavor,SLI,100,1,2,100.000000000000
Senegal,Leopold Sedar Senghar,Regular,Full Flavor,SSL,KS,1,19,5.263158000000
Spain,Sevilla,Regular,Lights,STD,100,1,16,6.250000000000
Switzerland,Zurich,Menthol Caps,Full Flavor,SSL,100,1,24,4.166667000000
China,Nanchang Changbei,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Greece,Skiathos,Regular,Lights,STD,100,1,6,16.666667000000
Brazil,Recife,Menthol,Full Flavor,SSL,100,1,13,8.391608500000
Brazil,Viracopos,Menthol,Full Flavor,SSL,100,1,17,6.274510000000
Italy,Torino,Regular,Full Flavor,STD,KS,1,2,50.000000000000
Great Britain,Edinburgh,Menthol,Full Flavor,STD,KS,1,13,8.391608500000
Italy,Milan - Malpensa,Menthol,Full Flavor,SSL,KS,1,5,20.000000000000
South Korea,Yangyang,Regular,Lights,SSL,100,1,30,3.333333000000
France,Lyon Saint Exupery,Regular,Full Flavor,STD,KS,4,11,67.727272800000
France DP,Paris Charles De Gaulle,Regular,Full Flavor,STD,100,1,8,12.500000000000
Taiwan,Everrich Downtown Kinmen,Regular,Full Flavor,STD,KS,4,8,70.734127000000
France,Paris Orly,Regular,Lights,STD,KS,2,11,17.424242500000
Dominican Republic,Santiago Cibao,NTD Caps,Full Flavor,STD,KS,1,7,14.285714000000
Sweden,Stockholm Arlanda,Regular,Lights,STD,KS,1,8,25.000000000000
Great Britain,Edinburgh,Regular,Lights,STD,100,1,11,9.090909000000
China,Wenzhou Longwan,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Kyrgyzstan,Manas,Regular,Full Flavor,STD,100,2,22,10.404040666667
China,Guangzhou Baiyun,Regular,Full Flavor,STD,KS,4,20,84.000000000000
China,Beijing,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Germany,Frankfurt,Regular,Full Flavor,STD,KS,5,12,80.166666600000
Mexico,Cancun,Regular,Full Flavor,SSL,100,2,24,6.845238500000
Saudi Arabia,RIYADH,Menthol Caps,Full Flavor,STD,KS,1,12,8.333333000000
China,Chengdu Tianfu,Regular,Full Flavor,STD,100,1,20,5.000000000000
Poland,Lodz,Regular,Full Flavor,STD,KS,2,5,86.666666666667
Panama,Panama Tocumen,Regular,Full Flavor,SSL,100,1,13,10.989011000000
Taiwan,Kaohsiung,Regular,Full Flavor,STD,KS,4,8,70.734127000000
Great Britain,Bournemouth,Menthol,Full Flavor,STD,KS,1,9,11.805555500000
Jordan,Amman,Menthol,Full Flavor,STD,100,1,17,11.764706000000
South Korea,Incheon,Menthol Caps,Full Flavor,STD,KS,1,56,3.670635000000
Turkey,Adana Airport,Regular,Full Flavor,SLI,100,1,17,7.486631000000
Cape Verde,Praia,Regular,Full Flavor,STD,KS,3,9,74.074074333333
Turkey,Diyarbakir Airport,Menthol,Full Flavor,STD,KS,1,32,5.587121333333
Spain DP,Santander,Regular,Full Flavor,STD,KS,2,3,66.666666666667
South Korea,Daegu,NTD Caps,Full Flavor,SSL,100,1,56,17.857143000000
Great Britain,Liverpool,Regular,Lights,STD,100,1,10,10.000000000000
China,Xian Xianyang,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Germany,Berlin Brandenburg,Regular,Lights,STD,KS,1,8,25.000000000000
United Arab Emirates,Dubai,Regular,Lights,STD,KS,3,26,19.345776833333
Greece,Thessaloniki,Regular,Lights,STD,KS,2,12,14.949495000000
Jordan,Amman,Regular,Full Flavor,STD,KS,3,30,50.682012000000
China,Xian Xianyang,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Morocco,Rabat,Regular,Lights,STD,100,1,25,4.000000000000
Brazil,Rio de Janeiro,Regular,Lights,STD,KS,1,19,12.631579000000
Russia,Min Vody,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Canary Islands,Lanzarote,NTD Caps,Full Flavor,STD,KS,1,15,6.666667000000
Croatia,Zagreb,Regular,Lights,STD,100,1,3,33.333333000000
Saudi Arabia,Jeddah,Regular,Full Flavor,SSL,KS,1,10,10.000000000000
Japan,Tokyo - Narita,NTD Caps,Full Flavor,SSL,100,1,28,3.571429000000
Ethiopia,Addis Ababa,Regular,Lights,STD,KS,3,25,9.120773000000
United Arab Emirates,Dubai,Regular,Lights,SSL,100,1,6,16.666667000000
Vietnam,Phu Quok,Regular,Full Flavor,STD,KS,3,7,100.000000000000
China,Chengdu Tianfu,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Serbia,Belgrade,Regular,Full Flavor,STD,KS,4,7,64.380952600000
China,Wuxi Shuofang,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Dominican Republic,Punta Cana - Higuey,Regular,Full Flavor,STD,KS,5,25,72.835897400000
Indonesia,Ngurah Rai,Menthol,Full Flavor,SSL,100,1,12,8.333333000000
Spain DP,Palma De Mallorca,Regular,Ultralights,STD,KS,1,9,11.111111000000
Great Britain,Norwich,Regular,Ultralights,STD,KS,1,2,50.000000000000
Tunisia,Tozeur,NTD Caps,Full Flavor,STD,KS,1,5,20.000000000000
China,Hangzhou Xiaoshan,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Brazil,Natal,Regular,Full Flavor,STD,KS,3,12,65.555555666667
China,Xian Xianyang,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Bosnia-Herzegovinia,Banja Luka,Regular,Full Flavor,SLI,100,1,10,10.000000000000
Turkey,Izmir Airport,Regular,Lights,STD,KS,3,37,14.186600250000
China,Guangzhou Baiyun,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Japan,Tokyo - Narita,NTD Caps,Full Flavor,STD,KS,2,60,9.523809500000
China,Nanning Wuxu,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Senegal,Leopold Sedar Senghar,Regular,Full Flavor,STD,KS,3,19,61.528822000000
France DP,Paris Orly,Regular,Lights,STD,KS,2,11,17.424242500000
Spain DP,Santiago De Compostela,Regular,Lights,STD,KS,2,9,19.894180000000
Switzerland,Geneva,Regular,Full Flavor,STD,KS,4,28,66.450549600000
Great Britain,Southampton,NTD Caps,Full Flavor,STD,KS,1,11,9.090909000000
Brazil,Belo Horizonte,Regular,Lights,STD,KS,1,16,53.125000000000
Greece,Kos,Regular,Lights,STD,100,1,9,11.111111000000
China,Changsha Huanghua,Regular,Full Flavor,STD,100,1,20,5.000000000000
Morocco,Rabat,Regular,Full Flavor,STD,KS,3,25,52.659420333333
Greece,Zakynthos,Regular,Lights,STD,KS,2,12,12.222222333333
Malaysia,Kota Kinabalu,Menthol,Full Flavor,STD,KS,2,7,26.785714500000
Georgia,Tbilisi,Regular,Lights,SSL,100,1,5,20.000000000000
China,Wuxi Shuofang,Regular,Lights,STD,KS,1,20,10.000000000000
France DP,Bordeaux,Regular,Lights,STD,KS,2,8,22.500000000000
China,Taiyuan Wusu,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Kazakhstan,Astana,Menthol,Full Flavor,SSL,100,1,6,16.666667000000
France,Tarbes - Lourdes,Regular,Lights,STD,KS,1,3,66.666666500000
Turkey,Adana Airport,Regular,Full Flavor,STD,KS,3,17,70.558526333333
Spain DP,Gerona,Regular,Ultralights,STD,KS,1,9,11.111111000000
Turkey,Bodrum Airport,Regular,Full Flavor,SSL,KS,1,26,3.846154000000
Russia,Moscow - Vnukovo,Menthol,Full Flavor,SSL,100,1,2,50.000000000000
Morocco,Rabat,Regular,Full Flavor,SLI,100,1,23,4.347826000000
Mexico,Puerto Vallarta,Menthol,Full Flavor,STD,100,1,11,9.090909000000
United Arab Emirates,Sharjah,NTD Caps,Full Flavor,SSL,100,1,9,11.111111000000
Spain DP,Malaga,Regular,Lights,STD,KS,2,19,22.627924000000
Greece,Rhodes,Regular,Full Flavor,STD,KS,4,12,66.666666750000
Spain,Vigo,Regular,Lights,STD,KS,1,5,26.666666500000
Great Britain,London Gatwick,Regular,Full Flavor,STD,100,1,12,16.666667000000
Malaysia,Penang,Regular,Full Flavor,STD,KS,2,4,66.666666500000
Turkey,Antalya Gazipasa Airport,Menthol,Full Flavor,SSL,100,1,17,15.441176500000
Malaysia,Kuala Lumpur,NTD Caps,Full Flavor,STD,KS,1,12,18.333333500000
Malaysia,Penang,Menthol,Full Flavor,STD,KS,1,3,33.333333000000
Tunisia,Tunis,NTD Caps,Full Flavor,SSL,100,1,36,5.555556000000
Mexico,Cancun,Menthol,Full Flavor,STD,100,1,15,6.666667000000
Cape Verde,Espargos,Regular,Lights,STD,100,1,13,7.692308000000
Turkey,Bodrum Airport,NTD Caps,Full Flavor,STD,KS,2,35,11.269841000000
Dominican Republic,Punta Cana - Higuey,Regular,Full Flavor,SSL,100,2,25,6.675213666667
Turkey,Istanbul Asia Airport,Regular,Lights,SSL,100,1,9,11.111111000000
France,Strasbourg,Regular,Full Flavor,STD,KS,1,4,50.000000000000
Czech Republic,Prague,Regular,Lights,STD,100,1,8,12.500000000000
Sweden,Umea,Regular,Full Flavor,STD,KS,1,3,100.000000000000
Russia,Volgograd,Regular,Lights,STD,KS,2,14,19.642857000000
Japan,Okayama,Regular,Full Flavor,STD,KS,1,16,37.500000000000
Turkey,Eskisehir Airport,Regular,Full Flavor,STD,LONGER THAN KS,1,8,12.500000000000
Turkey,Gaziantep Airport,Regular,Full Flavor,STD,LONGER THAN KS,1,17,11.764706000000
Brazil,Natal,Regular,Lights,STD,KS,1,3,33.333333000000
Greece,Heraklion Airport,Regular,Full Flavor,SSL,100,2,10,25.000000000000
China,Qingdao Liuting,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Japan,Tokyo - Narita,Menthol,Full Flavor,STD,KS,2,60,12.261905000000
Mexico,Mazatlan,Regular,Full Flavor,SSL,100,1,11,11.688311500000
Spain,Santiago De Compostela,Regular,Full Flavor,SSL,100,1,8,25.000000000000
Poland,Warsaw,Regular,Lights,STD,KS,2,13,19.871795000000
Ghana,Accra,Regular,Ultralights,STD,KS,1,14,7.142857000000
Macedonia,Skopje,Regular,Full Flavor,SSL,100,2,16,19.444444333333
China,Yancheng Nanyang,Regular,Lights,STD,KS,1,12,8.333333000000
United Arab Emirates,Abu Dhabi,Menthol,Full Flavor,SSL,100,1,17,5.882353000000
Turkey,Cukurova Airport,Menthol,Full Flavor,SSL,100,1,26,7.478632500000
Spain,Mahon Airport,Regular,Full Flavor,SSL,100,1,8,25.000000000000
Kyrgyzstan,Manas,Regular,Full Flavor,SLI,100,1,22,4.545455000000
Great Britain,East Midlands,Regular,Full Flavor,STD,KS,3,11,59.797980000000
Morocco,Agadir,Regular,Full Flavor,STD,100,1,27,3.703704000000
Russia,Moscow - Vnukovo,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Canary Islands,La Palma,Menthol,Full Flavor,SSL,KS,1,4,25.000000000000
Greece,Heraklion Airport,Regular,Full Flavor,STD,KS,3,10,65.000000000000
Macedonia,Ohrid,NTD Caps,Full Flavor,STD,KS,1,11,18.181818000000
Tunisia,Jerba,NTD Caps,Full Flavor,SSL,100,1,34,5.882353000000
France,Nice,Regular,Lights,STD,100,1,11,11.688311500000
China,Mudanjiang Hailang,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Malaysia,Johor Bahru,Regular,Lights,STD,KS,1,7,14.285714000000
Canary Islands,Gran Canaria,Menthol,Full Flavor,SSL,KS,1,6,16.666667000000
Turkey,Istanbul Asia Airport,Menthol,Full Flavor,SSL,100,1,31,7.168458500000
South Korea,Daegu,Regular,Lights,STD,KS,1,12,8.333333000000
Nicaragua,Managua,Regular,Full Flavor,SSL,100,1,4,50.000000000000
Spain DP,Madrid Barajas,Menthol,Full Flavor,STD,KS,1,19,5.756579000000
China,Hefei Xinqiao,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
China,Fuzhou Changle,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
India,Bangalore,Regular,Lights,STD,KS,2,14,17.811355000000
China,Xuzhou Guanyin,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Greece,Ioannina,Regular,Full Flavor,STD,KS,1,2,50.000000000000
United Arab Emirates,Abu Dhabi,Regular,Ultralights,STD,KS,1,17,5.882353000000
Spain,Ibiza,Menthol,Full Flavor,STD,KS,1,17,6.066176500000
Spain DP,Palma De Mallorca,Menthol,Full Flavor,STD,KS,1,18,5.902778000000
South Korea,Busan - Kimhae,Regular,Full Flavor,SLI,100,1,56,1.785714000000
Turkey,Istanbul Asia Airport,Regular,Full Flavor,SSL,KS,1,22,4.545455000000
Great Britain,Liverpool,NTD Caps,Full Flavor,STD,KS,1,11,9.090909000000
Colombia,Bogota,Menthol,Full Flavor,SSL,100,1,20,6.071428500000
China,Dalian Zhoushuizi,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Great Britain,Southampton,Regular,Lights,STD,100,1,10,10.000000000000
China,Shanghai Pudong,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Bulgaria,Sofia,NTD Caps,Full Flavor,STD,KS,1,10,10.000000000000
Kyrgyzstan,Manas,Regular,Lights,STD,KS,1,22,7.272727500000
Spain DP,Valencia,Regular,Lights,STD,KS,3,19,22.280701750000
China,Jinan Xiaoqiang,Regular,Lights,STD,KS,1,20,10.000000000000
Italy,Palermo,Regular,Lights,STD,100,1,8,12.500000000000
Italy,Torino,Regular,Lights,STD,KS,1,2,50.000000000000
Italy,Ciampino Airport,Regular,Full Flavor,SSL,100,1,1,100.000000000000
Cambodia,Sihanoukville,Regular,Lights,SSL,100,1,5,20.000000000000
Morocco,Oujda,Regular,Full Flavor,SSL,KS,1,21,4.761905000000
China,Nanning Wuxu,Regular,Lights,STD,KS,1,19,10.526316000000
China,Yanji Zhaoyangchuan,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Switzerland,Zurich,Menthol,Full Flavor,STD,KS,1,24,5.416667000000
France,Marseille,Menthol,Full Flavor,STD,100,1,10,10.000000000000
China,Guangzhou Baiyun,Regular,Lights,STD,KS,1,20,10.000000000000
Indonesia,Ngurah Rai,Regular,Full Flavor,STD,100,1,11,9.090909000000
Armenia,Yerevan,Regular,Full Flavor,STD,100,1,19,10.526316000000
