DF_Market,Location,CR_BrandId,$theyearbefore NOR,$previous_year NOR,$current_year NOR,$theyearbefore MC,$previous_year MC,$current_year MC
Maldives,Male,116065,33418.568,45082.055,13481.269,29941.204,39874.997,11897.519
Dominican Republic,Puerto Plata,99921,2479.871,32938.474,54285.279,2072.878,27612.208,45577.581
Italy,Bergamo,139711,0,360.733400495,0,0,-2775.917599505,0
Spain,Mahon Airport,125051,11599.328233391,6992.823747306,0,10802.500233391,6008.566747306,0
Egypt,Sharm El Sheikh,142119,0,27191.144,1617970.218,0,20190.715,1332883.308
Japan,Ibaraki,97142,0,0,760.410679725,0,0,650.324679725
Italy,Milan - Linate,125045,0,8761.73306726,0,0,7657.78806726,0
Qatar,Doha,123413,540201.327,1411927.757,3378276.29,478528.894,1244400.814,2995197.428
Turkey,Bodrum Airport,113638,106326.141729442,222390.885995877,120229.030771109,93569.931729442,195624.793995877,105816.193771109
Morocco,Oujda,142298,0,0,74278.633520031,0,0,62497.193520031
Spain DP,Jerez De La Frontera,122449,3248.880026059,15011.903197107,8131.830768828,2779.134026059,10613.673197107,5925.053768828
Egypt,Luxor,139305,0,54.812,42325.667,0,43.753,35172.786
India,Amritsar,125839,0,0,13244.78,0,0,11196.011
Turkey,Istanbul Asia Airport,94155,131096.435378009,225333.323874863,185683.204071214,123289.951378009,194942.713874863,162268.501071214
Tanzania,Zanzibar,123645,1763.4,35154,0,1308.9,24475.58,0
Egypt,Aswan,100304,0,45421.111,115780.445,0,33735.317,84597.218
China,Shanghai Pudong,124464,0,237857.293,3103407.526,0,176844.518,2427169.925
United Arab Emirates,Sharjah,122926,0,0,276870.25,0,0,237321.491
Greece,Athens,125457,0,0,43850.89788743,0,0,27109.79088743
Japan,Fukuoka,97143,10722.408168009,53802.236463403,426412.234284132,9502.770168009,46839.395463403,367546.274284132
Dominican Republic,Punta Cana - Higuey,114357,47832.74,132733.065,0,42067.042,115234.123,0
Poland,Olsztyn,122416,11846.471244218,27369.335175939,3203.602793552,10265.350244218,23509.887175939,2766.540793552
United Arab Emirates,Abu Dhabi,123412,0,0,28282.439738502,0,0,25051.768738502
Curazao,Curacao,123645,53202.862,50517.619,108931.33,47574.486,45565.124,98176.785
Italy,Milan - Linate,122414,5318.956048025,5607.377377262,0,4950.118048025,4635.132377262,0
Ecuador,Quito,125840,0,6608.06,400851.516,0,5131.036,324164.299
Turkey,Antalya Airport,123821,0,14880.471973963,0,0,12242.458973963,0
Turkey,Trabzon Airport,114636,0,0,1422.87423443,0,0,1162.55023443
France DP,Toulouse,121244,-232.122563121,64.176403009,134.232699528,-237.341563121,40.362403009,97.754699528
Bahrain,Manama,94122,30849.13,50074.145,0,27488.86,44280.094,0
Japan,Kagoshima,95500,0,2.837508809,0,0,2.502508809,0
Mexico,Mexico City,125347,82384.864,0,0,71131.834,0,0
Turkey,Kayseri Airport,94156,0,7551.510956143,3963.616629255,0,6372.638956143,3427.244629255
Argentina,Cordoba,137436,0,532.735,32228.017,0,399.994,24468.424
Italy,Pisa,125045,0,10250.200570914,0,0,8960.358570914,0
Mexico,La Paz Manuel Marquez de Leon,139305,0,1619.549,27881.953,0,1373.659,23766.281
Colombia,Cali,123645,0,779.089,482.976,0,645.405,399.405
France DP,Grenoble,122765,-415.736527833,135.786470785,425.874745238,-424.435527833,95.952470785,319.306745238
China,Changsha Huanghua,105693,0,-4.068,0,0,-4.968,0
Luxembourg,Luxembourg,114513,0,0,2738.94918219,0,0,2338.41918219
Jordan,Amman,95605,504376.11,917688.247,0,412626.138,759368.946,0
Australia,Melbourne,124996,0,294.713351352,5194.180373506,0,269.005351352,4639.698373506
Bahrain,Manama,139310,0,0,9551.612,0,0,8604.798
India,Goa,116065,806.004,5250.276,994.245,719.014,4639.61,876.646
Turkey,Bodrum Airport,123073,0,358.099604051,348.371027851,0,283.216604051,311.290027851
Poland,Olsztyn,125817,3036.933084002,953.642891028,1164.257024213,2784.532084002,789.375891028,981.122024213
Argentina,Mendoza,93921,0,0,4412.774,0,0,3592.717
China,Xiamen Gaoqi,109527,0,9.558,0,0,7.423,0
Jordan,Aqaba,148391,0,0,848.294,0,0,677.151
China,Xiamen Gaoqi,125151,0,-7.841,0,0,-48.422,0
China,Wuhan Tianhe,105444,0,6.588,0,0,-9.609,0
China,Xiamen Gaoqi,105692,0,224.886,0,0,171.65,0
China,Chongqing Jiangbei,110727,0,204.615,0,0,162.47,0
China,Jinan Xiaoqiang,119258,0,0,0,0,0,0
Turkey,Adana Airport,124798,0,106.454934425,80.165696169,0,80.269934425,60.774696169
China,Chongqing Jiangbei,105690,0,51.686,0,0,38.133,0
Morocco,Rabat,123025,0,0,1323.619746143,0,0,972.729746143
United Arab Emirates,Sharjah,98258,16644.274,0,0,15675.205,0,0
Turkey,Adana Airport,41603,0,628.367363255,206.353798129,0,482.355363255,162.784798129
India,Hyderabad,104588,11567.134,250.515,0,10349.656,219.82,0
Tunisia,Monastir,123388,0,0,-1234.783960887,0,0,-2813.224960887
Morocco,Tangier,125136,12179.137452405,0,0,11135.256452405,0,0
China,Chongqing Jiangbei,110715,0,0,0,0,0,0
Angola,Luanda,125698,0,0,36582,0,0,26652.38
Dominican Republic,Puerto Plata,104732,0,5430.176,0,0,4504.953,0
China,Changchun Longjia,105694,0,96.058,0,0,71.846,0
China,Jinan Xiaoqiang,122802,0,0,0,0,0,0
China,Fuzhou Changle,110715,0,0,0,0,0,0
Mozambique,Maputo,100863,466.83,2282.544,0,372.88,1764.42,0
Cape Verde,Praia,123642,1167.39,0,0,1090.125,0,0
China,Hangzhou Xiaoshan,,3750,0,-2083,3750,0,-2083
Morocco,Marrakech,93435,-34.188,0,0,-34.188,0,0
Japan,Okayama,119098,0,0,0,0,0,0
China,Shanghai Pudong,119255,0,0,0,0,0,0
Germany,Frankfurt,125052,324181.76375951,542822.083939067,51623.460785276,289013.44375951,481706.037939067,45573.884785276
China,Guangzhou Baiyun,105695,1651.844,201454.702,1365384.486,810.932,145329.789,962880.035
France DP,Paris Charles De Gaulle,121898,-2745.992513986,967.581030476,1221.304255506,-2854.422513986,612.809030476,853.148255506
United Arab Emirates,Sharjah,125573,160476.554,211399.068,1734785.497,150789.347,183657.265,1516216.216
Morocco,Rabat,139307,0,0,1665182.05876639,0,0,1329818.59776639
Great Britain,East Midlands,122748,4750.185632575,34609.510665464,162354.531706181,4522.272632575,30495.254665464,144238.950706181
Egypt,Cairo,157067,0,6263.027,214658.011,0,4853.331,172752.76
Saudi Arabia,Jeddah,125064,96088.333012024,451274.375238423,1827787.54448152,85542.311012024,395238.655238423,1622199.14048152
Cape Verde,Espargos,125837,0,11436.991,1143621.024,0,7589.023,888408.621
China,Shanghai Pudong,122805,0,125608.344,1130070.144,0,72181.525,746805.247
Canary Islands,Tenerife,124962,280933.721278515,958440.76346077,3780439.28462299,255622.616278515,740486.59946077,3097883.14062299
France DP,Bordeaux,121221,-3139.432658301,1289.04735622,3098.241294083,-3247.375658301,879.12235622,2312.189294083
Italy,Florence,122501,7357.762490541,23821.813513915,110335.695131086,6794.068490541,19923.574513915,90845.908131086
Norway,Oslo,141153,0,3939.491724876,92627.4713657,0,1965.512724876,80408.9323657
Bahrain,Manama,113962,613481.756,1766672.343,5199639.837,545754.822,1565220.449,4631644.39
United Arab Emirates,Sharjah,123033,218925.987,1245742.802,3258188.017,205710.467,1082025.34,2847646.927
France,Nice,123636,76159.087817453,254140.130167881,762877.96950916,69018.648817453,225967.667167881,686433.21950916
Jamaica,Montego Bay,123649,13837.566,23877.185,108154.909,12598.296,19146.285,87811.188
Morocco,Rabat,123412,0,37619.364674729,171274.185322704,0,31753.474674729,144108.923322704
Bahrain,Manama,122592,201147.422,358991.572,0,180664.622,319647.016,0
Morocco,Tangier,125312,0,21207.183540128,58968.984476125,0,17688.322540128,49206.568476125
Cambodia,Siem Reap,103647,254.961,2984.703,1459.749,210.93,2398.98,1176.104
Turkey,Gaziantep Airport,125311,0,232.720988816,501.690793327,0,193.405988816,414.334793327
China,Sanya Fenghuang,122803,0,736.045,12087.283,0,383.401,6611.379
Turkey,Kayseri Airport,122610,7195.867638733,14678.495830749,13924.358572923,6680.767638733,12384.869830749,11946.776572923
Turkey,Kayseri Airport,122589,0,4179.526247481,33946.900715752,0,3491.093247481,29138.103715752
Great Britain,Liverpool,122749,31124.906146909,117843.156641359,447441.488372133,29085.859146909,100072.777641359,384831.233372133
France DP,Paris Orly,123635,-26264.316836364,12044.182538836,23742.199649922,-27483.369836364,8411.257538836,17734.340649922
Italy,Genoa,123091,2479.649957973,6808.708043922,32989.44927105,2307.409957973,5709.280043922,27783.71327105
China,Beijing,119256,0,-613.297,0,0,-715.647,0
United Arab Emirates,Sharjah,123998,69592.507,177123.071,1062621.935,65745.81,156205.468,937317.157
Colombia,Bogota,104518,35412.982,24700.8,0,30022.512,21021.023,0
Germany,Munster-Osnabruck,124243,6890.538241891,15925.557891218,72674.787647864,6066.088241891,13810.468891218,64170.026647864
Greece,Heraklion Airport,122411,30493.664681092,17743.466982961,2606.998439894,27452.494681092,14519.997982961,2142.219439894
France,Nice,121221,14701.880585353,31234.728676447,159234.150932229,13429.029585353,28140.042676447,146302.661932229
Mongolia,Ulaanbaatar,125837,0,1138.123595982,18101.329818409,0,957.663595982,14895.388818409
Taiwan,Kaohsiung,137625,0,15251.492,129559.983,0,12237.824,102440.485
Egypt,Marsa Aalam,113623,105932.702,228696.402,122705.185,91948.952,195436.667,105648.008
Turkey,Bodrum Airport,125311,0,10238.587935645,7117.436515787,0,9032.851935645,6283.686515787
Australia,Sydney,99584,9502.660710402,73319.779077529,123416.470537181,8893.730710402,68125.919077529,115413.073537181
China,Jinan Xiaoqiang,125149,0,35.11,2885.279,0,27.601,2266.996
Spain DP,Ibiza,123310,20528.127049256,37855.837856844,192260.397801382,17407.227049256,26594.814856844,141680.692801382
Rwanda,Kigali,123412,816.96,595.668,4467.923,688.214,484.112,3681.124
Bangladesh,Zia,123643,0,0,16499.113,0,0,13999.469
South Africa,Durban,98180,1825.228709123,6069.017007595,19736.863905727,1519.022709123,4907.608007595,15926.787905727
Tunisia,Enfidha,122897,1427.657570274,11827.137226409,45164.697070756,1211.921570274,10009.052226409,38290.916070756
Mexico,Mexico City,139306,0,5640.74,96777.871,0,4453.354,71619.955
Brazil,Brasilia,125084,0,281.267,5748.449,0,164.897,4501.57
Macedonia,Ohrid,98166,1116.174976569,2476.502023286,0,943.092976569,2055.962023286,0
Germany,Nuernberg,124179,32974.31002535,108570.173493752,215025.247179725,29167.62602535,94805.507493752,189939.986179725
Spain,Madrid Barajas,125051,255832.517187723,278302.336257018,0,238512.810187723,238829.118257018,0
China,Ningbo Lishe,125149,0,227.54,4945.965,0,178.881,3885.99
China,Nanchang Changbei,137745,0,0,4493.572,0,0,3606.439
Finland,Helsinki-Vantaa,139049,0,5222.268180719,118828.431771185,0,4546.416180719,108058.332771185
Germany,Frankfurt,125798,23364.290367746,33164.941208944,11115.317186763,20603.960367746,29295.978208944,9704.579186763
Oman,Salalah,123503,0,4111.052,444546.503,0,3621.391,399884.181
Turkey,Bodrum Airport,122704,41118.760611635,90559.73163852,192935.878561832,36748.382611635,80768.44363852,175494.641561832
Uganda,Entebbe,123645,944.68,1923.696,22852.9,731.852,1440.45,17384.338
Russia,St. Petersburg Pulkovo,122010,0,19.809352636,0,0,3.685352636,0
Argentina,Buenos Aires Aeroparque,137436,0,3562.917,148634.853,0,2675.148,112927.683
Zambia,Lusaka,125837,0,2119.53,115329.411885615,0,1613.6,89917.070885615
China,Shanghai Pudong,122866,0,-101.121,0,0,-353.199,0
Ireland,Shannon,125765,29809.261440803,65454.483349704,91498.456916701,26511.869440803,57888.210349704,80940.587916701
China,Urumchi Diwobao,105626,0,6293.211,49162.538,0,4908.587,38212.277
Turkey,Samsun Airport,122610,0,466.943659665,3295.156469864,0,404.721659665,2741.266469864
Saudi Arabia,DAMMAM,139321,0,6663.012195065,111050.186906804,0,5428.193195065,98328.072906804
Turkey,Bodrum Airport,125708,0,4114.441324946,381459.908178163,0,3645.827324946,347024.500178163
India,Chattrapati Shivaji,123412,179344.272,382469.15,1908083.106,158645.158,334334.374,1661340.988
Turkey,Kutahya Airport,41979,41.997968274,111.684875536,57.418837214,38.967968274,94.004875536,49.000837214
Morocco,Nador,139320,0,788.508418479,4458.837167169,0,655.981418479,3730.045167169
Spain DP,Santiago De Compostela,125679,0,6920.701264628,97830.868417462,0,4941.315264628,76848.314417462
Spain,Valencia,125679,0,20789.851354999,356550.746702907,0,17846.409354999,308948.797702907
Mexico,Mexico City,106600,0,16300.32,0,0,11762.697,0
Uganda,Entebbe,100863,28903.538,87263.284,32766.415,23626.896,68891.535,26236.525
Mexico,Mexico City,125348,110126.713,165804.794,0,95084.403,118722.816,0
South Korea,Cheongju,121965,0,20343.33,117435.654,0,16034.064,92928.153
Turkey,Samsun Airport,125712,0,1594.522939107,47238.082868844,0,1357.924939107,39127.135868844
Grenada,St. George's Point Saline,147386,0,0,127.452,0,0,107.094
Caribbean Other,Port-au-Prince (Haiti),125084,0,90.2,8538.674,0,68.504,6338.523
Tunisia,Tunis,142484,0,0,118826.332284917,0,0,100671.347284917
China,Quanzhou,137745,0,264.32,19797.239,0,209.093,15823.145
France DP,Lyon Saint Exupery,137081,-1972.411759138,942.207206399,1186.579734024,-2015.873759138,617.996206399,886.742734024
India,Chattrapati Shivaji,123388,0,20379.843,183335.365,0,18014.018,153599.601
Argentina,Rosario,101192,327.2,771.106,293.487,293.767,589.208,233.038
China,Guangzhou Baiyun,114873,67.902,54460.384,0,-122.468,43397.412,0
Italy,Torino,122414,9017.431321734,17084.411572753,0,7750.859321734,14304.292572753,0
Morocco,Marrakech,142117,0,0,-19.92585683,0,0,-57.60485683
Caribbean Other,Antigua,91755,0,973.692,0,0,785.124,0
India,Sardar Vallabh Bhai Patel,118496,644.802,5549.492,3718.087,575.21,4901.971,3279.313
United Arab Emirates,Ras El Khaymah,123492,1079.892,4954.284,1267.647,965.066,4381.278,1136.099
Turkey,Dalaman Airport,137661,0,1248.512681425,1728.528781721,0,1093.869681425,1519.002781721
Turkey,Diyarbakir Airport,125708,0,510.097485234,15914.456451909,0,401.216485234,12101.146451909
Iraq,Baghdad,123515,939144,600761.13,2985439.959,814226.36,499523.511,2527696.983
Belize,Belize City,123639,0,0,8468.457,0,0,6738.966
Japan,Takamatsu,125146,0,79.289857265,0,0,70.644857265,0
Colombia,Bogota,109139,0,0,4060.251,0,0,3418.429
Greece,Kos,124135,0,443.258688122,66811.592387131,0,362.034688122,53211.024387131
Dominican Republic,Santo Domingo Las Americas,122896,1229.3,4492.749,0,1142.31,3791.887,0
Jamaica,Kingston,125088,0,1452.178,4830.468,0,1240.23,4087.476
Bahrain,Manama,98323,0,58587.941,0,0,52365.488,0
Turkey,Gaziantep Airport,123818,0,1287.295317295,0,0,1100.770317295,0
Mexico,Puerto Vallarta,125348,30018.105,57376.204,0,27486.696,46123.327,0
Algeria,Oran,,0,0,0,0,0,0
China,Fuzhou Changle,,-666,-30000,-834,-666,-30000,-834
Turkey,Eskisehir Airport,100980,0,0,274.71245577,0,0,229.23845577
Greece,Santorini,120922,4542.970288082,0,0,3865.765288082,0,0
France,Beauvais,137081,6556.997961982,25878.8704849,38859.372806414,6234.379961982,23255.4974849,35544.354806414
China,Changchun Longjia,115511,8.698,0,0,7.132,0,0
Spain DP,Murcia,125679,0,1017.632301689,25549.134221048,0,720.224301689,18661.665221048
Morocco,Ouarzazate,122897,0,1459.344022648,0,0,1231.462022648,0
China,Hohhot Baita,125544,0,0,10957.143,0,0,7403.098
Greece,Zakynthos,121894,0,15763.193980202,1106.408515977,0,12646.209980202,887.805515977
Algeria,Algiers,91881,0,4562.499195085,0,0,3846.847195085,0
China,Yinchuan Hedong,105689,0,236.724,4428.748,0,159.72,2985.709
Germany,Paderborn,122367,13978.185416478,8663.522556218,347.227415604,12337.553416478,7581.246556218,305.157415604
Bahrain,Manama,125841,17554.81,0,0,15731.5,0,0
United Arab Emirates,Sharjah,113646,6011.618,0,0,5200.786,0,0
India,Hyderabad,138525,0,-169.788,0,0,-923.808,0
Cambodia,Phnom Penh,95594,2313.086,0,0,1859.422,0,0
Cape Verde,Rabil,122515,0,0,-1017.819,0,0,-2887.439
China,Shanghai Hongqiao,105692,0,0,0,0,0,0
Australia,Brisbane,99389,0,0,0,0,0,0
Malaysia,Penang,96169,0,0,-96,0,0,-288.25
China,Zhengzhou Xinzheng,109526,11.834,0,0,9.154,0,0
China,Shanghai Pudong,110723,0,10.912,0,0,-5.076,0
Germany,Bremen,122138,0,47.894276827,0,0,37.240276827,0
China,Changzhou Benniu,122802,0,0,0,0,0,0
Norway,Trondheim,115883,154.733157919,0,0,140.813157919,0,0
Russia,Krasnodar,121944,153.560961254,0,0,141.485961254,0,0
Australia,Sydney,,0,0,0,0,0,0
Ukraine,Zaporizhya,114739,471.075105452,0,0,404.093105452,0,0
Vietnam,Hanoi,,0,0,0,0,0,0
Bulgaria,Bourgas,120931,0,308.8486109,0,0,254.6436109,0
Tanzania,Zanzibar,123661,0,0,5260,0,0,4226.5
Switzerland,Zurich,104520,0,0,0,0,0,0
Turkey,Istanbul Airport,123070,0,497384.357414456,4734436.52166312,0,414970.208414456,4067434.46266312
Spain DP,Alicante,122499,32389.009698549,59476.401602114,602565.429601618,27754.181698549,42148.157602114,439980.325601618
Japan,Tokyo - Haneda,95500,75560.419361286,658697.646209692,1788800.96351861,67686.085361286,580069.141209692,1551849.57151861
Poland,Warsaw,123059,1612575.91582887,4618980.26266218,13567362.4154263,1413843.98382887,3991294.34166219,11893154.1024263
Poland,Olsztyn,123059,74507.727958624,216624.87657551,1036913.2536662,64612.680958624,186541.16757551,910954.296666205
France,Nantes,121221,16793.571509908,39919.791378962,231688.223711252,15106.165509908,35988.153378962,212894.130711252
Spain DP,Barcelona,125679,0,174003.116267593,3485592.81277693,0,123314.894267593,2538294.80177693
Turkey,Istanbul Airport,125712,0,51894.719281034,2938284.74642915,0,42584.734281034,2450413.76842915
United Arab Emirates,Dubai,120091,1457796.14,4554042.416,13326566.548,1278572.37,3940674.782,11651986.003
Chile,Santiago Arturo Merino Benitez,114396,36403.771,121384.057,15974.374,33146.868,96626.721,12568.752
Spain,Bilbao,125681,0,1259.18788289,74627.003418372,0,1089.12788289,64645.362418372
Germany,Hannover,125039,41444.108122094,23140.663664633,5891.928776385,37007.618122094,20555.960664633,5264.403776385
Japan,Chubu,125432,0,0,61060.022466809,0,0,53065.133466809
Mongolia,Ulaanbaatar,139269,0,195.583116193,4041.922464359,0,164.572116193,3394.885464359
United Arab Emirates,Abu Dhabi,120708,0,28768.622,0,0,25088.248,0
Taiwan,Taipei - Taoyuan,122427,304421.472,4130169.636,12039320.281,239670.796,3123399.869,8773965.097
United Arab Emirates,Sharjah,120063,57083.904,288317.366,1622913.726,53412.922,250659.891,1426730.175
Bangladesh,Zia,123514,0,10204.789,38355.708,0,8970.08,33634.224
France DP,Marseille,122765,-6156.308632061,2757.29392333,5898.609572007,-6293.753632061,1917.07692333,4402.260572007
France DP,Paris Charles De Gaulle,138522,0,377.472036729,4535.600215503,0,268.766036729,3454.462215503
Switzerland,Zurich,124268,0,1216221.68058832,3849309.08970166,0,1066313.19558832,3383299.65570166
Poland,Wroclaw,125465,0,108149.885420924,945150.264293727,0,94214.275420924,834891.647293727
Egypt,Alexandria,123646,12043.01,19188.807,41486.384,9849.744,15250.092,33757.763
Japan,Chubu,122726,0,13385.663675665,285705.676617288,0,11709.225675665,247662.696617289
Italy,Verona,122502,8088.794911227,19774.738600245,64427.97470812,7579.032911227,16776.185600245,54877.20170812
Philippines,Manila - Ninoy Aquino,98203,0,0,49210.189,0,0,37713.864
France,Marseille,123635,150045.772183796,426987.000342621,1320836.67796979,133282.123183796,380394.309342621,1188191.08096979
Japan,Osaka - Kansai,118637,8075.663555555,173340.65375796,442840.18836092,6969.151555555,146452.58975796,366858.654360919
Brazil,Belo Horizonte,90233,0,11.756,0,0,9.423,0
South Korea,Busan - Kimhae,121965,1773.223,90213.585,195602.641,1584.038,67888.608,155259.355
