DF_Market,Location,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp Total,SoM_Comp
Taiwan,Kaohsiung,Regular,Full Flavor,STD,KS,15,27,55.555556000000
Mexico,Mazatlan,Regular,Full Flavor,SSL,100,2,19,10.526316000000
Greece,Rhodes,Regular,Full Flavor,STD,KS,21,35,60.000000000000
France DP,Bordeaux,Regular,Lights,STD,KS,3,17,17.647059000000
Spain,Ibiza,Menthol,Full Flavor,STD,KS,2,41,4.878049000000
Brazil,Natal,Regular,Full Flavor,STD,KS,16,25,64.000000000000
Kyrgyzstan,Manas,Regular,Lights,STD,KS,2,56,3.571429000000
Turkey,Cukurova Airport,Menthol,Full Flavor,SSL,100,2,65,3.076923000000
Greece,Chania,Regular,Full Flavor,SSL,100,4,34,11.764706000000
United Arab Emirates,Abu Dhabi,NTD Caps,Full Flavor,STD,100,1,55,1.818182000000
Spain DP,Gerona,Regular,Full Flavor,STD,KS,26,41,63.414634000000
China,Changchun Longjia,NTD Caps,Full Flavor,STD,KS,1,73,1.369863000000
Mexico,Mexico City,Regular,Full Flavor,STD,KS,34,57,59.649123000000
United Arab Emirates,Dubai,NTD Caps,Full Flavor,STD,KS,11,109,10.091743000000
Mexico,Mexico City,Menthol,Full Flavor,SSL,100,2,57,3.508772000000
China,Beijing,Menthol,Full Flavor,SSL,100,1,71,1.408451000000
Chile,Santiago Arturo Merino Benitez,Regular,Full Flavor,SSL,100,1,22,4.545455000000
Great Britain,Cardiff,Regular,Full Flavor,STD,100,1,21,4.761905000000
El Salvador,San Salvador Comalapa,Menthol,Full Flavor,SSL,100,1,16,6.250000000000
Aruba,Oranjestad,Menthol,Full Flavor,STD,KS,3,48,6.250000000000
Spain DP,Ibiza,Regular,Full Flavor,SSL,100,2,41,4.878049000000
China,Fuzhou Changle,NTD Caps,Full Flavor,SSL,100,1,73,1.369863000000
Cape Verde,Praia,Regular,Lights,STD,KS,1,22,4.545455000000
Great Britain,London Heathrow,Regular,Full Flavor,SSL,100,2,31,6.451613000000
Russia,Volgograd,Regular,Full Flavor,STD,100,2,18,11.111111000000
France DP,Marseille,Regular,Full Flavor,STD,100,1,25,4.000000000000
Greece,Zakynthos,Menthol,Full Flavor,SSL,100,1,35,2.857143000000
Poland,Krakow Balice,Regular,Full Flavor,SSL,100,1,16,6.250000000000
Portugal,Madeira,Regular,Lights,STD,KS,2,15,13.333333000000
Greece,Mykonos,NTD Caps,Full Flavor,STD,KS,1,26,3.846154000000
Turkey,Kayseri Airport,NTD Caps,Full Flavor,STD,KS,1,47,2.127660000000
Bulgaria,Varna,Regular,Full Flavor,SSL,100,8,26,30.769231000000
Greece,Kos,Regular,Full Flavor,SSL,100,5,29,17.241379000000
Italy,Ciampino Airport,Regular,Full Flavor,SLI,100,1,11,9.090909000000
Sri Lanka,Colombo,NTD Caps,Full Flavor,STD,KS,2,40,5.000000000000
Brazil,Brasilia,Regular,Full Flavor,STD,KS,23,34,67.647059000000
Caribbean Other,Basseterre (Saint Kitts),Menthol,Full Flavor,STD,KS,1,24,4.166667000000
China,Wuhan Tianhe,NTD Caps,Full Flavor,SSL,100,1,73,1.369863000000
China,Chongqing Jiangbei,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Greece,Corfu,NTD Caps,Full Flavor,STD,KS,1,33,3.030303000000
Turkey,Diyarbakir Airport,Regular,Full Flavor,STD,LONGER THAN KS,2,82,2.439024000000
China,Fuzhou Changle,Menthol,Full Flavor,SLI,100,1,73,1.369863000000
China,Nanning Wuxu,Regular,Full Flavor,STD,100,3,69,4.347826000000
Australia,Perth,Regular,Full Flavor,STD,KS,19,28,67.857143000000
Austria,Vienna,Regular,Full Flavor,SSL,100,1,14,7.142857000000
Japan,Osaka - Kansai,Menthol,Full Flavor,SLI,100,2,145,1.379310000000
China,Yanji Zhaoyangchuan,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Greece,Skiathos,Regular,Lights,STD,KS,2,16,12.500000000000
Greece,Chania,Regular,Full Flavor,STD,100,1,34,2.941176000000
Australia,Perth,Regular,Lights,STD,KS,6,28,21.428571000000
Great Britain,Jersey,Regular,Full Flavor,STD,KS,2,4,50.000000000000
Turkey,Bodrum Airport,Regular,Full Flavor,SSL,100,8,98,8.163265000000
China,Dalian Zhoushuizi,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Turkey,Antalya Airport,Regular,Full Flavor,SSL,100,17,104,16.346154000000
Japan,Fukuoka,NTD Caps,Full Flavor,SSL,100,1,86,1.162791000000
Japan,Okayama,Menthol Caps,Full Flavor,STD,KS,1,16,6.250000000000
Greece,Santorini,Regular,Full Flavor,STD,KS,18,29,62.068966000000
Brazil,Natal,Regular,Full Flavor,SSL,100,1,25,4.000000000000
Russia,Moscow - Vnukovo,Regular,Full Flavor,STD,100,2,18,11.111111000000
Greece,Rhodes,Regular,Lights,STD,KS,5,35,14.285714000000
Saudi Arabia,DAMMAM,Regular,Full Flavor,STD,100,1,37,2.702703000000
Aruba,Oranjestad,Regular,Lights,STD,100,1,48,2.083333000000
Morocco,Casablanca,Menthol Caps,Full Flavor,STD,KS,2,88,2.272727000000
China,Yantai Penglai,NTD Caps,Full Flavor,STD,KS,1,73,1.369863000000
Great Britain,London Stansted,Regular,Full Flavor,STD,KS,16,30,53.333333000000
Italy,Palermo,Regular,Full Flavor,SSL,100,1,10,10.000000000000
Macedonia,Ohrid,NTD Caps,Full Flavor,STD,100,1,23,4.347826000000
Latvia,Riga,Regular,Lights,STD,KS,3,6,50.000000000000
Tunisia,Sfax,Menthol,Full Flavor,SSL,100,1,13,7.692308000000
Russia,Sochi,Regular,Full Flavor,STD,KS,11,19,57.894737000000
Egypt,Cairo,Menthol,Full Flavor,STD,KS,1,23,4.347826000000
Turkey,Gaziantep Airport,Regular,Full Flavor,SSL,KS,2,71,2.816901000000
France,Nice,Menthol,Full Flavor,STD,100,1,28,3.571429000000
Great Britain,London Luton,NTD Caps,Full Flavor,STD,KS,1,22,4.545455000000
Georgia,Tbilisi,Regular,Full Flavor,STD,100,1,13,7.692308000000
Spain DP,Sevilla,Regular,Full Flavor,SSL,100,4,42,9.523810000000
Macedonia,Skopje,Regular,Full Flavor,STD,100,3,33,9.090909000000
Canary Islands,Fuerteventura,Regular,Lights,STD,KS,5,42,11.904762000000
Russia,Astrakhan,Regular,Lights,STD,KS,1,8,12.500000000000
Jordan,Marka,Regular,Full Flavor,STD,KS,3,6,50.000000000000
China,Hangzhou Xiaoshan,Menthol,Full Flavor,SLI,100,1,73,1.369863000000
Great Britain,Bournemouth,Regular,Full Flavor,STD,100,1,19,5.263158000000
Spain,Madrid Barajas,Regular,Full Flavor,STD,KS,33,51,64.705882000000
South Korea,Incheon,NTD Caps,Full Flavor,STD,KS,20,94,21.276596000000
Turkey,Ankara Airport,Regular,Full Flavor,SSL,KS,1,87,1.149425000000
Italy,Treviso,Regular,Full Flavor,STD,KS,5,9,55.555556000000
Brazil,Belo Horizonte,NTD Caps,Full Flavor,STD,KS,7,33,21.212121000000
Portugal,Madeira,Regular,Full Flavor,STD,KS,8,15,53.333333000000
Mexico,Guadalajara,Regular,Lights,STD,100,1,34,2.941176000000
Turkey,Izmir Airport,NTD Caps,Full Flavor,STD,KS,9,103,8.737864000000
China,Yantai Penglai,Regular,Full Flavor,STD,100,2,73,2.739726000000
Ecuador,Quito,Menthol,Full Flavor,SSL,100,1,19,5.263158000000
Jamaica,Montego Bay,Menthol,Full Flavor,STD,100,1,61,1.639344000000
South Korea,Seoul,NTD Caps,Full Flavor,STD,KS,20,93,21.505376000000
Spain DP,Sevilla,Regular,Ultralights,STD,KS,1,42,2.380952000000
France,Nantes,Regular,Full Flavor,STD,100,1,22,4.545455000000
China,Wenzhou Longwan,Menthol,Full Flavor,STD,KS,3,73,4.109589000000
France DP,Bordeaux,Regular,Full Flavor,SSL,100,2,17,11.764706000000
Norway,Bergen,Menthol,Full Flavor,STD,KS,1,18,5.555556000000
Germany,Bremen,Regular,Full Flavor,STD,KS,8,11,72.727273000000
France DP,Lyon Saint Exupery,Regular,Full Flavor,STD,KS,18,28,64.285714000000
Greece,Chania,Regular,Full Flavor,STD,KS,21,34,61.764706000000
Kosovo,PRISTINA,Regular,Full Flavor,STD,100,3,39,7.692308000000
Great Britain,Exeter,Regular,Lights,STD,100,1,26,3.846154000000
Russia,Astrakhan,Menthol,Full Flavor,STD,100,1,8,12.500000000000
Taiwan,Taipei - Taoyuan,Regular,Full Flavor,SSL,100,1,27,3.703704000000
China,Nanchang Changbei,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Netherlands,Eindhoven,Regular,Lights,STD,KS,2,9,22.222222000000
China,Kunming Wujiaba,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
China,Fuzhou Changle,Regular,Full Flavor,STD,100,2,73,2.739726000000
Mexico,Puerto Vallarta,Regular,Full Flavor,SSL,100,3,40,7.500000000000
China,Weihai Dashuibo,NTD Caps,Full Flavor,STD,KS,1,68,1.470588000000
Turkey,Ankara Airport,Regular,Full Flavor,SLI,KS,1,87,1.149425000000
China,Yanji Zhaoyangchuan,Regular,Full Flavor,STD,KS,56,73,76.712329000000
Greece,Karpathos,Regular,Full Flavor,STD,KS,2,4,50.000000000000
Spain,Almeria,Regular,Ultralights,STD,KS,1,27,3.703704000000
Italy,Milan - Malpensa,Regular,Full Flavor,SSL,100,1,26,3.846154000000
Morocco,Tangier,NTD Caps,Full Flavor,SSL,100,1,75,1.333333000000
Macedonia,Ohrid,Regular,Full Flavor,SSL,100,2,23,8.695652000000
United Arab Emirates,Dubai,Regular,Full Flavor,SSL,100,15,109,13.761468000000
Belgium,Brussels,Regular,Lights,STD,KS,2,15,13.333333000000
Morocco,Tangier,NTD Caps,Full Flavor,STD,KS,7,75,9.333333000000
Great Britain,Bristol,Menthol,Full Flavor,STD,KS,2,29,6.896552000000
Morocco,Casablanca,Regular,Lights,STD,100,2,88,2.272727000000
Mexico,Mexico City,NTD Caps,Full Flavor,STD,KS,9,57,15.789474000000
China,Yantai Penglai,Menthol,Full Flavor,SLI,100,1,73,1.369863000000
Switzerland,Geneva,Menthol,Full Flavor,STD,KS,1,64,1.562500000000
China,Mudanjiang Hailang,Regular,Full Flavor,STD,100,2,71,2.816901000000
France,Strasbourg,Menthol,Full Flavor,STD,100,1,4,25.000000000000
China,Harbin Taiping,Regular,Full Flavor,SSL,100,4,70,5.714286000000
Japan,Fukuoka,Regular,Full Flavor,SSL,100,2,86,2.325581000000
Jordan,Aqaba,Menthol,Full Flavor,STD,100,1,39,2.564103000000
Poland,Warsaw-Modlin,Regular,Lights,STD,KS,1,2,50.000000000000
Spain,Malaga,Regular,Lights,STD,KS,9,49,18.367347000000
Jordan,Aqaba,Regular,Full Flavor,STD,KS,23,39,58.974359000000
China,Taiyuan Wusu,Menthol,Full Flavor,SLI,100,1,73,1.369863000000
Macedonia,Skopje,NTD Caps,Full Flavor,STD,100,1,33,3.030303000000
Great Britain,Southampton,Regular,Full Flavor,SSL,100,2,27,7.407407000000
China,Nanchang Changbei,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Greece,Mykonos,Regular,Lights,STD,100,1,26,3.846154000000
Italy,Ciampino Airport,Regular,Full Flavor,STD,KS,5,11,45.454545000000
Morocco,Agadir,Regular,Full Flavor,SLI,100,1,82,1.219512000000
France DP,Paris Charles De Gaulle,Regular,Lights,STD,KS,4,28,14.285714000000
Japan,Osaka - Kansai,Regular,Full Flavor,SSL,KS,1,145,0.689655000000
Cape Verde,Rabil,Regular,Lights,STD,KS,1,15,6.666667000000
Spain DP,Madrid Barajas,Regular,Ultralights,STD,KS,1,51,1.960784000000
Spain,Ibiza,Regular,Full Flavor,SSL,100,2,41,4.878049000000
Brazil,Rio de Janeiro,Regular,Full Flavor,STD,KS,32,46,69.565217000000
Gambia,Banjul,Regular,Lights,STD,100,1,15,6.666667000000
Tunisia,Monastir,Menthol Caps,Full Flavor,STD,KS,2,65,3.076923000000
Turkey,Istanbul Asia Airport,Regular,Full Flavor,STD,100,7,102,6.862745000000
Brazil,Rio de Janeiro,Menthol,Full Flavor,SSL,100,2,46,4.347826000000
France,Toulouse,Menthol,Full Flavor,SSL,KS,1,36,2.777778000000
Mexico,Monterrey,Menthol,Full Flavor,SSL,100,2,22,9.090909000000
Greece,Chania,Regular,Lights,STD,100,2,34,5.882353000000
Jordan,Amman,Regular,Full Flavor,STD,100,4,69,5.797101000000
Germany,Dresden,Regular,Full Flavor,STD,KS,6,9,66.666667000000
Poland,Krakow Balice,Regular,Lights,STD,KS,4,16,25.000000000000
Turkey,Antalya Airport,Menthol,Full Flavor,SSL,100,2,104,1.923077000000
China,Fuzhou Changle,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
France,Paris Orly,Regular,Full Flavor,SSL,100,2,25,8.000000000000
Spain DP,Almeria,Regular,Full Flavor,STD,KS,19,27,70.370370000000
Colombia,Bogota,Regular,Lights,STD,KS,3,39,7.692308000000
Spain DP,Alicante,Regular,Lights,STD,100,1,46,2.173913000000
Great Britain,Newcastle,Regular,Lights,STD,100,1,25,4.000000000000
China,Ningbo Lishe,Regular,Full Flavor,STD,100,2,73,2.739726000000
South Korea,Jeju,Regular,Full Flavor,SSL,100,13,90,14.444444000000
Switzerland,Geneva,Regular,Ultralights,STD,KS,1,64,1.562500000000
Spain DP,Murcia,Regular,Full Flavor,SSL,100,1,18,5.555556000000
China,Hangzhou Xiaoshan,Regular,Full Flavor,STD,100,2,73,2.739726000000
Nigeria,Lagos,Regular,Full Flavor,STD,KS,16,29,55.172414000000
Sweden,Gothenburg,Regular,Full Flavor,STD,KS,1,1,100.000000000000
China,Harbin Taiping,Regular,Lights,STD,KS,1,70,1.428571000000
India,Bangalore,Regular,Full Flavor,STD,KS,29,49,59.183673000000
Morocco,Agadir,Menthol,Full Flavor,STD,KS,4,82,4.878049000000
Mexico,Los Cabos,Menthol,Full Flavor,STD,100,1,48,2.083333000000
Russia,Moscow - Sheremetyevo,Regular,Full Flavor,SSL,100,2,22,9.090909000000
Spain,Murcia,Regular,Lights,STD,KS,4,18,22.222222000000
Great Britain,Exeter,Regular,Ultralights,STD,KS,1,26,3.846154000000
Indonesia,Soekarno Hatta,Regular,Lights,STD,KS,2,19,10.526316000000
Peru,Lima,NTD Caps,Full Flavor,STD,100,1,56,1.785714000000
China,Xuzhou Guanyin,Menthol,Full Flavor,SLI,100,1,70,1.428571000000
France DP,Nantes,Regular,Lights,STD,100,2,22,9.090909000000
Spain,Jerez De La Frontera,Regular,Full Flavor,STD,KS,20,26,76.923077000000
Brazil,Salvador,Menthol,Full Flavor,SSL,100,2,22,9.090909000000
Canary Islands,Gran Canaria,NTD Caps,Full Flavor,STD,KS,1,42,2.380952000000
Dominican Republic,Puerto Plata,Regular,Full Flavor,STD,KS,15,27,55.555556000000
South Korea,Seoul,NTD Caps,Full Flavor,SSL,100,10,93,10.752688000000
Portugal,Faro Airport,Regular,Full Flavor,STD,KS,8,16,50.000000000000
Greece,Rhodes,Regular,Lights,STD,100,2,35,5.714286000000
Turkey,Gaziantep Airport,NTD Caps,Full Flavor,STD,KS,5,71,7.042254000000
Spain DP,Barcelona,Regular,Ultralights,STD,KS,1,50,2.000000000000
Cape Verde,Espargos,Regular,Lights,STD,KS,5,39,12.820513000000
France,Lyon Saint Exupery,Menthol,Full Flavor,STD,100,1,28,3.571429000000
Brazil,Brasilia,NTD Caps,Full Flavor,STD,KS,5,34,14.705882000000
Morocco,Tangier,Menthol Caps,Full Flavor,STD,KS,2,75,2.666667000000
Poland,Warsaw-Modlin,Regular,Full Flavor,STD,KS,1,2,50.000000000000
Greece,Alexandoupolis,Regular,Full Flavor,STD,KS,19,31,61.290323000000
Nigeria,Abuja,Menthol,Full Flavor,STD,KS,1,23,4.347826000000
Spain,Mahon Airport,Regular,Lights,STD,KS,5,38,13.157895000000
Morocco,Tangier,Regular,Full Flavor,SLI,KS,1,75,1.333333000000
France DP,Lille,Regular,Lights,STD,KS,2,9,22.222222000000
Great Britain,Bristol,Regular,Lights,STD,100,1,29,3.448276000000
Great Britain,Bournemouth,Regular,Full Flavor,STD,KS,10,19,52.631579000000
Japan,Osaka - Kansai,Regular,Lights,STD,KS,1,145,0.689655000000
Great Britain,Glasgow,Regular,Lights,STD,KS,6,30,20.000000000000
Turkey,Antalya Gazipasa Airport,Menthol Caps,Full Flavor,STD,KS,1,49,2.040816000000
Tunisia,Enfidha,Menthol,Full Flavor,SSL,100,1,50,2.000000000000
Turkey,Gaziantep Airport,Regular,Full Flavor,SLI,KS,1,71,1.408451000000
Turkey,Antalya Airport,NTD Caps,Full Flavor,SSL,100,6,104,5.769231000000
Spain DP,Asturias,Regular,Ultralights,STD,KS,1,9,11.111111000000
South Africa,Johannesburg,NTD Caps,Full Flavor,STD,KS,1,16,6.250000000000
South Korea,Busan - Kimhae,Regular,Lights,STD,KS,1,93,1.075269000000
Mongolia,Ulaanbaatar,Regular,Lights,SSL,100,1,49,2.040816000000
Russia,Moscow - Vnukovo,Regular,Lights,STD,KS,2,18,11.111111000000
Turkey,Bodrum Airport,Menthol,Full Flavor,STD,KS,4,98,4.081633000000
South Korea,Yangyang,NTD Caps,Full Flavor,STD,KS,7,43,16.279070000000
Canary Islands,Gran Canaria,Menthol,Full Flavor,SSL,100,1,42,2.380952000000
Turkey,Ankara Airport,Menthol,Full Flavor,SSL,100,2,87,2.298851000000
Brazil,Viracopos,Regular,Lights,STD,KS,2,36,5.555556000000
Japan,Kagoshima,NTD Caps,Full Flavor,SSL,100,1,1,100.000000000000
Malaysia,Kota Kinabalu,Menthol Caps,Full Flavor,STD,KS,1,11,9.090909000000
Spain,Alicante,Menthol,Full Flavor,STD,KS,2,46,4.347826000000
Colombia,Bogota,Regular,Full Flavor,STD,KS,22,39,56.410256000000
China,Xiamen Gaoqi,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Germany,Berlin Brandenburg,Regular,Full Flavor,SSL,100,1,24,4.166667000000
Kosovo,PRISTINA,NTD Caps,Full Flavor,STD,100,1,39,2.564103000000
Turkey,Konya Airport,Menthol,Full Flavor,SSL,100,1,33,3.030303000000
Italy,Genoa,Regular,Lights,STD,KS,1,2,50.000000000000
Spain,Alicante,Regular,Lights,STD,KS,9,46,19.565217000000
Armenia,Yerevan,Regular,Full Flavor,STD,KS,11,35,31.428571000000
Greece,Skiathos,Regular,Full Flavor,SSL,100,1,16,6.250000000000
Brazil,Florianopolis,Regular,Lights,STD,KS,1,26,3.846154000000
Morocco,Essaouira,Regular,Full Flavor,STD,100,1,46,2.173913000000
Spain DP,Sevilla,Menthol,Full Flavor,STD,KS,1,42,2.380952000000
China,Yanji Zhaoyangchuan,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Morocco,Nador,Regular,Full Flavor,STD,KS,19,33,57.575758000000
Kazakhstan,Astana,Regular,Full Flavor,SSL,100,2,17,11.764706000000
Japan,Fukuoka,Menthol Caps,Full Flavor,STD,100,1,86,1.162791000000
China,Chongqing Jiangbei,NTD Caps,Full Flavor,SSL,100,1,73,1.369863000000
Dominican Republic,Punta Cana - Higuey,Menthol,Full Flavor,SSL,100,2,66,3.030303000000
Switzerland,Zurich,Menthol,Full Flavor,SSL,100,4,68,5.882353000000
South Korea,Seoul,Regular,Lights,SSL,100,1,93,1.075269000000
Spain,Madrid Barajas,NTD Caps,Full Flavor,STD,KS,1,51,1.960784000000
South Korea,Seoul,Regular,Full Flavor,STD,KS,40,93,43.010753000000
South Korea,Cheongju,Regular,Full Flavor,STD,KS,30,78,38.461538000000
Greece,Samos,Regular,Lights,STD,100,1,14,7.142857000000
Norway,Stavanger,NTD Caps,Full Flavor,STD,KS,1,18,5.555556000000
Nicaragua,Managua,Menthol,Full Flavor,STD,KS,1,7,14.285714000000
Ivory Coast,Abidjan,Regular,Full Flavor,SSL,100,3,34,8.823529000000
Colombia,Cali,Menthol,Full Flavor,SSL,100,1,17,5.882353000000
Kuwait,Kuwait,Regular,Full Flavor,SSL,100,4,59,6.779661000000
France DP,Beauvais,Regular,Full Flavor,STD,KS,10,13,76.923077000000
France,Grenoble,Regular,Full Flavor,STD,100,1,14,7.142857000000
China,Shanghai Pudong,Regular,Full Flavor,STD,KS,56,71,78.873239000000
China,Xian Xianyang,Regular,Full Flavor,STD,KS,56,73,76.712329000000
Mexico,Monterrey,Regular,Lights,STD,KS,2,22,9.090909000000
United Arab Emirates,Abu Dhabi,Regular,Full Flavor,STD,KS,30,55,54.545455000000
Spain DP,Barcelona,Regular,Lights,STD,KS,9,50,18.000000000000
Australia,Perth,Menthol,Full Flavor,STD,KS,1,28,3.571429000000
Morocco,Essaouira,Regular,Lights,STD,KS,3,46,6.521739000000
Germany,Hamburg,Regular,Lights,STD,KS,3,26,11.538462000000
Mexico,Cozumel,Menthol Caps,Full Flavor,STD,KS,1,29,3.448276000000
Spain DP,Sevilla,Regular,Lights,STD,100,1,42,2.380952000000
Spain,Barcelona,NTD Caps,Full Flavor,STD,KS,1,50,2.000000000000
South Africa,Durban,Regular,Full Flavor,STD,KS,12,15,80.000000000000
Spain DP,Almeria,Regular,Lights,STD,KS,5,27,18.518519000000
Caribbean Other,Basseterre (Saint Kitts),Regular,Full Flavor,SSL,100,2,24,8.333333000000
Morocco,Rabat,Regular,Full Flavor,SSL,KS,1,72,1.388889000000
Bosnia-Herzegovinia,Banja Luka,Regular,Full Flavor,STD,LONGER THAN KS,1,14,7.142857000000
Saudi Arabia,Jeddah,NTD Caps,Full Flavor,STD,100,1,36,2.777778000000
China,Dalian Zhoushuizi,Regular,Lights,STD,KS,2,73,2.739726000000
France DP,Toulouse,Regular,Full Flavor,STD,KS,21,34,61.764706000000
Kyrgyzstan,Manas,NTD Caps,Full Flavor,STD,KS,2,56,3.571429000000
China,Zhengzhou Xinzheng,Regular,Full Flavor,STD,100,2,73,2.739726000000
China,Fuzhou Changle,Regular,Lights,STD,KS,2,73,2.739726000000
France DP,Toulouse,Menthol,Full Flavor,SSL,KS,1,34,2.941176000000
Spain DP,Sevilla,NTD Caps,Full Flavor,STD,KS,1,42,2.380952000000
Senegal,Leopold Sedar Senghar,Regular,Full Flavor,SSL,100,3,30,10.000000000000
France DP,Paris Charles De Gaulle,Regular,Full Flavor,SSL,100,2,28,7.142857000000
Greece,Athens,Regular,Lights,STD,100,2,39,5.128205000000
China,Yinchuan Hedong,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Turkey,Bodrum Airport,Menthol Caps,Full Flavor,STD,KS,2,98,2.040816000000
Kosovo,PRISTINA,NTD Caps,Full Flavor,STD,KS,5,39,12.820513000000
Morocco,Oujda,Regular,Full Flavor,STD,KS,36,63,57.142857000000
Turkey,Samsun Airport,Regular,Full Flavor,SSL,KS,2,70,2.857143000000
Caribbean Other,Basseterre (Saint Kitts),Regular,Ultralights,STD,KS,1,24,4.166667000000
Great Britain,Birmingham,Menthol,Full Flavor,STD,KS,2,32,6.250000000000
Ghana,Accra,Regular,Full Flavor,STD,KS,21,37,56.756757000000
Mexico,Mazatlan,NTD Caps,Full Flavor,STD,KS,1,19,5.263158000000
Spain DP,Asturias,Regular,Lights,STD,KS,2,9,22.222222000000
Canary Islands,Tenerife,Regular,Full Flavor,STD,KS,29,42,69.047619000000
Dominican Republic,Punta Cana - Higuey,Menthol,Full Flavor,STD,KS,5,66,7.575758000000
Lithuania,Kaunas,Regular,Lights,STD,KS,3,6,50.000000000000
India,Bangalore,NTD Caps,Full Flavor,SSL,100,1,49,2.040816000000
Armenia,Yerevan,Regular,Full Flavor,SSL,100,10,35,28.571429000000
Morocco,Ouarzazate,Menthol Caps,Full Flavor,STD,KS,1,46,2.173913000000
France DP,Paris Orly,Menthol,Full Flavor,STD,100,1,25,4.000000000000
South Korea,Cheongju,Menthol Caps,Full Flavor,SSL,100,1,78,1.282051000000
Mongolia,Ulaanbaatar,NTD Caps,Full Flavor,STD,KS,4,49,8.163265000000
Spain,Mahon Airport,Menthol,Full Flavor,STD,KS,2,38,5.263158000000
France DP,Nantes,Regular,Full Flavor,STD,KS,13,22,59.090909000000
South Africa,Cape Town,Regular,Full Flavor,SSL,100,1,17,5.882353000000
China,Wenzhou Longwan,Regular,Lights,STD,KS,2,73,2.739726000000
Macedonia,Ohrid,Regular,Full Flavor,STD,KS,11,23,47.826087000000
Dominican Republic,Santiago Cibao,Regular,Lights,STD,KS,1,9,11.111111000000
Kazakhstan,Almaty,Regular,Lights,STD,100,1,4,25.000000000000
Ireland,Dublin,Regular,Full Flavor,STD,KS,5,10,50.000000000000
China,Beijing,Menthol,Full Flavor,STD,LONGER THAN KS,1,71,1.408451000000
Indonesia,Ngurah Rai,Regular,Lights,SSL,100,2,73,2.739726000000
China,Hefei Xinqiao,NTD Caps,Full Flavor,STD,KS,1,73,1.369863000000
South Korea,Incheon,Regular,Lights,STD,KS,1,94,1.063830000000
Saudi Arabia,Jeddah,Menthol,Full Flavor,SSL,100,1,36,2.777778000000
Netherlands,Amsterdam - Schiphol,NTD Caps,Full Flavor,STD,KS,1,12,8.333333000000
China,Guangzhou Baiyun,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Dominican Republic,Santo Domingo Las Americas,NTD Caps,Full Flavor,STD,KS,4,28,14.285714000000
China,Nanning Wuxu,NTD Caps,Full Flavor,SSL,100,1,69,1.449275000000
Morocco,Essaouira,NTD Caps,Full Flavor,SSL,100,1,46,2.173913000000
France,Toulouse,Regular,Lights,STD,100,2,36,5.555556000000
Mexico,Guadalajara,Menthol,Full Flavor,STD,KS,1,34,2.941176000000
